"Date","VWC_6in","VWC_12in","VWC_24in","VWC_36in"
2024-06-08,NA,0.22533925,0.19319527,0.1674225475
2024-06-09,NA,0.219591865,0.1900694425,0.16650775
2024-06-10,NA,0.2117530525,0.1871666575,0.165505675
2024-06-11,NA,0.1999318,0.1839794125,0.16445188
2024-06-12,NA,0.1843220575,0.18067903,0.163385155
2024-06-13,NA,0.1685215975,0.17753704,0.1622505475
2024-06-14,0.13992367,0.15481903,0.174168775,0.1611708925
2024-06-15,0.1360220425,0.1454544775,0.17065828,0.1602076075
2024-06-16,0.13599295,0.1427068525,0.16869292,0.159247555
2024-06-17,0.1346708575,0.1389118975,0.1666467475,0.1584232675
2024-06-18,0.1345480225,0.1386015775,0.1657998325,0.157618375
2024-06-19,0.1344639775,0.137615665,0.1652890975,0.1569363175
2024-06-20,0.1339338475,0.1340437525,0.161911135,0.155976265
2024-06-21,0.1325826625,0.129663715,0.15722401,0.1547382175
2024-06-22,0.1301906125,0.125784715,0.1513828825,0.1532771275
2024-06-23,0.1264926325,0.121711765,0.1439545975,0.1513570225
2024-06-24,0.122035015,0.1178553925,0.1348518775,0.148735465
2024-06-25,0.118802515,0.115337275,0.127271665,0.1456096375
2024-06-26,0.1165623925,0.1137436525,0.122435845,0.142710085
2024-06-27,0.11654623,0.1136887,0.121737625,0.14108737
2024-06-28,0.1192389025,0.1137565825,0.1213270975,0.13948405
2024-06-29,0.1237967275,0.113818,0.1201116775,0.137486365
2024-06-30,0.1262598925,0.1138729525,0.1192195075,0.136115785
2024-07-01,0.1960948225,0.1140766,0.11939083,0.1356470725
2024-07-02,0.2063806375,0.11507221,0.1193294125,0.1350522925
2024-07-03,0.2015124925,0.123431455,0.1190643475,0.1341019375
2024-07-04,0.2038592875,0.1520293825,0.118893025,0.13336816
2024-07-05,0.1964245375,0.1711787125,0.1183596625,0.13239841
2024-07-06,0.1849556275,0.1709718325,0.117936205,0.13128643
2024-07-07,0.173664505,0.163992865,0.11749012,0.130142125
2024-07-08,0.1618367875,0.1519130125,0.116656135,0.1289461
2024-07-09,0.1509044725,0.1410906025,0.115815685,0.1277662375
2024-07-10,0.1449793,0.1330998625,0.114833005,0.12660577
2024-07-11,0.1374702025,0.125189935,0.1135109125,0.125202865
2024-07-12,0.129249955,0.119591245,0.112169425,0.1239130975
2024-07-13,0.1251673075,0.1169050375,0.1111317925,0.12268798
2024-07-14,0.1209973825,0.113824465,0.1098775825,0.121194565
2024-07-15,0.1163296525,0.1106275225,0.108070615,0.1192841575
2024-07-16,0.1125476275,0.1082225425,0.1062248575,0.117056965
2024-07-17,0.1103883175,0.1066709425,0.10493509,0.1151465575
2024-07-18,0.10854256,0.1053326875,0.103751995,0.11318443
2024-07-19,0.10677115,0.10409464,0.1026626425,0.1109766325
2024-07-20,0.10518076,0.102885685,0.10158622,0.1086944875
2024-07-21,0.103532185,0.1017575425,0.100377265,0.10629274
2024-07-22,0.10174138,0.1006584925,0.0992943775,0.1039233175
2024-07-23,0.1005356575,0.0998956225,0.09848302,0.1020420025
2024-07-24,0.09950449,0.0991068925,0.097661965,0.1003675675
2024-07-25,0.0985379725,0.098605855,0.097157695,0.099019615
2024-07-26,0.09810805,0.0982535125,0.0967471675,0.0979367275
2024-07-27,0.0976555,0.0979173325,0.0963915925,0.097009
2024-07-28,0.09734518,0.0977039875,0.0960489475,0.0963269425
2024-07-29,0.09711244,0.0976522675,0.0959196475,0.095800045
2024-07-30,0.0970057675,0.097830055,0.096045715,0.0955382125
2024-07-31,0.0970186975,0.097972285,0.096123295,0.0954670975
2024-08-01,0.09693142,0.0980434,0.0961265275,0.0954283075
2024-08-02,0.096847375,0.0980595625,0.09619441,0.0954347725
2024-08-03,0.096821515,0.0982147225,0.09628492,0.0954864925
2024-08-04,0.0970639525,0.098295535,0.0963786625,0.0955252825
2024-08-05,0.0973160875,0.0983634175,0.0965920075,0.0955576075
2024-08-06,0.0973354825,0.0983375575,0.09655645,0.0956416525
2024-08-07,0.097416295,0.0983763475,0.0966178675,0.0956933725
2024-08-08,0.097571455,0.0983698825,0.0967213075,0.0958097425
2024-08-09,0.097649035,0.0984733225,0.096795655,0.0959325775
2024-08-10,0.0977880325,0.0984733225,0.09680212,0.0960166225
2024-08-11,0.0980078425,0.09853474,0.096847375,0.096123295
2024-08-12,0.09823735,0.0986155525,0.09690556,0.096213805
2024-08-13,0.098502415,0.098657575,0.0969475825,0.09631078
2024-08-14,0.098696365,0.098722225,0.0970186975,0.0963915925
2024-08-15,0.0988741525,0.09879334,0.0970380925,0.096524125
2024-08-16,0.099368725,0.098812735,0.0970833475,0.09659524
2024-08-17,0.0995853025,0.09885799,0.0970898125,0.0967083775
2024-08-18,0.0997727875,0.0989129425,0.0971867875,0.09680212
2024-08-19,0.09999583,0.098954965,0.0971867875,0.096873235
2024-08-20,0.1003869625,0.0989905225,0.09717709,0.0969734425
2024-08-21,0.1007231425,0.09945277,0.097403365,0.0970510225
2024-08-22,0.1010787175,0.0998374374999999,0.0974777125,0.0971609275
2024-08-23,0.10122418,0.099911785,0.097545595,0.097286995
2024-08-24,0.1014342925,0.100002295,0.09761671,0.0974389225
2024-08-25,0.1017058225,0.1000572475,0.097649035,0.09759085
2024-08-26,0.1020226075,0.1002124075,0.0977104525,0.09773308
2024-08-27,0.1020226075,0.1002511975,0.09781066,0.09783652
2024-08-28,0.1023846475,0.100351405,0.097881775,0.09787531
2024-08-29,0.1028630575,0.1001994775,0.0979690525,0.0981048175
2024-08-30,0.102640015,0.1004968675,0.0982535125,0.0982664425
2024-08-31,0.1026238525,0.100597075,0.09834079,0.0983828125
2024-09-01,0.1026497125,0.100674655,0.098347255,0.0984927175
2024-09-02,0.1029277075,0.1006520275,0.098295535,0.098592925
2024-09-03,0.10318954,0.1006843525,0.0982793725,0.098709295
2024-09-04,0.103687345,0.1007683975,0.0982729075,0.098812735
2024-09-05,0.104282125,0.100558285,0.0982405825,0.0989711275
2024-09-06,0.1049383225,0.1006003075,0.098166235,0.099045475
2024-09-07,0.10558159,0.1006584925,0.09818563,0.099135985
2024-09-08,0.106169905,0.1007231425,0.0982341175,0.0992232625
2024-09-09,0.10664185,0.1007619325,0.098282605,0.099329935
2024-09-10,0.107062075,0.10084921,0.0983310925,0.0994657
2024-09-11,0.1074338125,0.100920325,0.098424835,0.09956914
2024-09-12,0.1080091975,0.1008783025,0.09849595,0.0997792525
2024-09-13,0.12483436,0.1011821575,0.0989064775,0.0998439025
2024-09-14,0.1606019725,0.1013049925,0.09885799,0.0999732025
2024-09-15,0.16869292,0.1016799625,0.09909073,0.1001930125
2024-09-16,0.17034796,0.10216807,0.09937519,0.100299685
2024-09-17,0.1697628775,0.103040845,0.099549745,0.1004710075
2024-09-18,0.16923598,0.104204545,0.0996273249999999,0.1006520275
2024-09-19,0.16833088,0.106868125,0.0996596499999999,0.1007877925
2024-09-20,0.16666291,0.1113903925,0.099717835,0.1009106275
2024-09-21,0.165234145,0.1172670775,0.0997727875,0.10104316
2024-09-22,0.16332697,0.123056485,0.09963379,0.1011950875
2024-09-23,0.1607765275,0.1280442325,0.0996046975,0.1013049925
2024-09-24,0.158432965,0.13203637,0.09976309,0.1014666175
2024-09-25,0.155885755,0.134693485,0.0998859249999999,0.1015959175
2024-09-26,0.153532495,0.1365133825,0.1000701775,0.101683195
2024-09-27,0.1532545,0.137925985,0.1001154325,0.1018545175
2024-09-28,0.1510790275,0.1388019925,0.0999667375,0.1019773525
2024-09-29,0.1488938575,0.13917373,0.09989239,0.1021519075
2024-09-30,0.1470319375,0.1394872825,0.0999925975,0.102355555
2024-10-01,0.1452152725,0.1397394175,0.10015099,0.102523645
2024-10-02,0.14421643,0.139555165,0.10028029,0.10272406
2024-10-03,0.1437024625,0.139374145,0.1003546375,0.1029794275
2024-10-04,0.142373905,0.13927717,0.10048717,0.103157215
2024-10-05,0.1405475425,0.139037965,0.1006649575,0.103325305
2024-10-06,0.1386597625,0.138675925,0.100855675,0.1034836975
2024-10-07,0.136788145,0.1382783275,0.1010173,0.103622695
2024-10-08,0.1349423875,0.1378322425,0.1011562975,0.103739065
2024-10-09,0.1333261375,0.13731181,0.1012855975,0.10383604
2024-10-10,0.1320493,0.1366685425,0.1013308525,0.1039297825
2024-10-11,0.13181656,0.136154575,0.101295295,0.10404292
2024-10-12,0.13168726,0.135831325,0.1014536875,0.10414636
2024-10-13,0.13155796,0.1353820075,0.1017316825,0.1042207075
2024-10-14,0.131486845,0.135197755,0.1018997725,0.10431445
2024-10-15,0.131357545,0.13480339,0.1019773525,0.1043564725
2024-10-16,0.1312314775,0.1342958875,0.10210342,0.10445668
2024-10-17,0.1313413825,0.13407931,0.1021131175,0.1045439575
2024-10-18,0.1316775625,0.1340114275,0.1022618125,0.104695885
2024-10-19,0.13136401,0.13396294,0.1023393925,0.1048284175
2024-10-20,0.13076923,0.133697875,0.1024686925,0.1050029725
2024-10-21,0.1300871725,0.133206535,0.102433135,0.1051549
2024-10-22,0.129948175,0.132896215,0.102510715,0.10527127
2024-10-23,0.13039426,0.1328154025,0.1026303175,0.1054361275
2024-10-24,0.1307853925,0.13285096,0.1027660825,0.1056042175
2024-10-25,0.131473915,0.13305784,0.103002055,0.1058110975
2024-10-26,0.1324662925,0.133116025,0.1032962125,0.1059597925
2024-10-27,0.1334812975,0.13296733,0.103402885,0.10616344
2024-10-28,0.1346449975,0.13277338,0.103583905,0.1063347625
2024-10-29,0.1359186025,0.1326020575,0.10366795,0.10643497
2024-10-30,0.13702735,0.132495385,0.10378432,0.1064382025
2024-10-31,0.13857895,0.1325374075,0.10387483,0.10642204
2024-11-01,0.1393903075,0.132689335,0.1042271725,0.10652548
2024-11-02,0.13971679,0.13255357,0.1045180975,0.106674175
2024-11-03,0.143902131538462,0.132462065384615,0.104607861538462,0.106830826923077
2024-11-04,0.1547058925,0.13245013,0.1046667925,0.106971565
2024-11-05,0.1631362525,0.1325309425,0.1047766975,0.1071622825
2024-11-06,0.1701960325,0.1327313575,0.10480579,0.1073433025
2024-11-07,0.1728466825,0.1332033025,0.10493509,0.10750816
2024-11-08,0.1739134075,0.1340566825,0.10510318,0.1076116
2024-11-09,0.1743659575,0.13529473,0.1052615725,0.1076730175
2024-11-10,0.1741267525,0.1374314125,0.1054102675,0.10779262
2024-11-11,0.1737000625,0.1408513975,0.105471685,0.1078863625
2024-11-12,0.173548135,0.1450859725,0.10546522,0.10798657
2024-11-13,0.1738228975,0.1497084475,0.105471685,0.108096475
2024-11-14,0.17637334,0.154476385,0.105575125,0.1082031475
2024-11-15,0.1809020725,0.1595611075,0.105600985,0.108329215
2024-11-16,0.1821627475,0.1667760475,0.1057076575,0.10842619
2024-11-17,0.1827349,0.1734479275,0.10578847,0.1085781175
2024-11-18,0.18335554,0.178190005,0.1058046325,0.1086556975
2024-11-19,0.1835203975,0.1818136375,0.1058014,0.10869772
2024-11-20,0.182999965,0.1839018325,0.1058822125,0.10880116
2024-11-21,0.1827510625,0.18533383,0.106079395,0.10895632
2024-11-22,0.2080615375,0.1938256075,0.1063282975,0.1092310825
2024-11-23,0.2621541925,0.26893921,0.1064640625,0.109441195
2024-11-24,0.25157422,0.2870703025,0.115686385,0.109479985
2024-11-25,0.2330810875,0.28071844,0.184486915,0.1095801925
2024-11-26,0.22733047,0.2773857325,0.198852145,0.109673935
2024-11-27,0.22413676,0.276380425,0.2043958825,0.1098097
2024-11-28,0.2188192975,0.2739398875,0.206791165,0.1099163725
2024-11-29,0.2132497,0.271053265,0.2073051325,0.1100004175
2024-11-30,0.208207,0.2679662275,0.2069560225,0.1100715325
2024-12-01,0.203183695,0.26462059,0.20617699,0.11014588
2024-12-02,0.19966027,0.2613654625,0.20507794,0.1102266925
2024-12-03,0.1962305875,0.2583075175,0.203933635,0.1103624575
2024-12-04,0.1928106025,0.2554370575,0.202692355,0.1105370125
2024-12-05,0.1887570475,0.2526312475,0.201515725,0.11077945
2024-12-06,0.1841862925,0.249899785,0.200287375,0.11107684
2024-12-07,0.1828415725,0.247262065,0.19905256,0.1114906
2024-12-08,0.184344685,0.2449282,0.19783714,0.1120078
2024-12-09,0.18695008,0.2432763925,0.1966766725,0.1126510675
2024-12-10,0.187525465,0.2421967375,0.1956810625,0.11341717
2024-12-11,0.1870955425,0.2413110325,0.19494082,0.11423176
2024-12-12,0.18644581,0.2403736075,0.19429432,0.11513686
2024-12-13,0.18470026,0.2393715325,0.1937674225,0.11613247
2024-12-14,0.1841475025,0.2381690425,0.19324699,0.117134545
2024-12-15,0.1853305975,0.2372962675,0.1927136275,0.1182303625
2024-12-16,0.1878131575,0.237073225,0.1921511725,0.1193164825
2024-12-17,0.1869533125,0.2369212975,0.1918602475,0.1203832075
2024-12-18,0.19532872,0.2374384975,0.1917115525,0.1214628625
2024-12-19,0.2083912525,0.242827075,0.1922158225,0.12249403
2024-12-20,0.2092381675,0.2481574675,0.194468875,0.12354136
2024-12-21,0.20841388,0.25193626,0.197623795,0.124582225
2024-12-22,0.2088373375,0.2540794075,0.2005168825,0.1255422775
2024-12-23,0.210049525,0.256933705,0.203274205,0.1265314225
2024-12-24,0.209286655,0.2587859275,0.2060089,0.127581985
2024-12-25,0.2080292125,0.2592578725,0.2077964725,0.12871336
2024-12-26,0.2064194275,0.2593483825,0.2086239925,0.130077475
2024-12-27,0.2056500925,0.259080085,0.2088696625,0.13167433
2024-12-28,0.205950715,0.259002505,0.20906038,0.133555645
2024-12-29,0.2065261,0.2592966625,0.20943535,0.135702025
2024-12-30,0.2112811075,0.261549715,0.2103113575,0.1380067975
2024-12-31,0.2153863825,0.265519225,0.21301696,0.14037622
2025-01-01,0.2143131925,0.2673067975,0.21645634,0.1428814075
2025-01-02,0.211717495,0.2669124325,0.218143705,0.1455320575
2025-01-03,0.20960344,0.2660655175,0.2184701875,0.14853505
2025-01-04,0.208252255,0.26530588,0.2183473525,0.1515186475
2025-01-05,0.2076413125,0.264782215,0.2180758225,0.1542792025
2025-01-06,0.2077447525,0.264471895,0.217910965,0.156713275
2025-01-07,0.2075637325,0.264226225,0.2179853125,0.1587077275
2025-01-08,0.2067620725,0.2639256025,0.2180305675,0.16043065
2025-01-09,0.206092945,0.263644375,0.217949755,0.16193053
2025-01-10,0.2055013975,0.26319829,0.2177525725,0.16327525
2025-01-11,0.2050035925,0.26287504,0.2175133675,0.1643839975
2025-01-12,0.2049712675,0.26265523,0.2173905325,0.16529233
2025-01-13,0.20479348,0.2623804675,0.2173194175,0.16609399
2025-01-14,0.2042795125,0.262041055,0.2172870925,0.166734025
2025-01-15,0.203907775,0.26175013,0.217251535,0.167419315
2025-01-16,0.20302207,0.2614301125,0.21716749,0.1679074225
2025-01-17,0.202045855,0.2608741225,0.216954145,0.1683793675
2025-01-18,0.2008401325,0.260282575,0.216734335,0.168815755
2025-01-19,0.1987971925,0.259506775,0.216333505,0.1691422375
2025-01-20,0.1967801125,0.2584174225,0.21574519,0.16937821
2025-01-21,0.19453999,0.257386255,0.21509869,0.1695689275
2025-01-22,0.1922998675,0.2562904375,0.21436168,0.16964974
2025-01-23,0.1901211625,0.255097645,0.2135632525,0.169669135
2025-01-24,0.18758365,0.25390162,0.21268078,0.1696465075
2025-01-25,0.184861885,0.25273792,0.211730425,0.1695624625
2025-01-26,0.18052387,0.2514158275,0.2107962325,0.16950751
2025-01-27,0.1767838675,0.2501616175,0.2098070875,0.1693620475
2025-01-28,0.1717411675,0.24856153,0.2088114775,0.1692133525
2025-01-29,0.169216585,0.24695821,0.2077512175,0.1690000075
2025-01-30,0.1691034475,0.245451865,0.20668126,0.168776965
2025-01-31,0.1699051075,0.24413947,0.2056436275,0.1685215975
2025-02-01,0.1714179175,0.243706315,0.204916315,0.168233905
2025-02-02,0.1752710575,0.2425523125,0.2039239375,0.1679914675
2025-02-03,0.1780445425,0.2419898575,0.2030576275,0.16768438
2025-02-04,0.17147287,0.2416536775,0.2024757775,0.167302945
2025-02-05,0.1643322775,0.2406839275,0.2019456475,0.1669958575
2025-02-06,0.1618432525,0.23934244,0.2013508675,0.166785745
2025-02-07,0.1620824575,0.23799772,0.200584765,0.1664851225
2025-02-08,0.1624380325,0.2367338125,0.19989301,0.1662523825
2025-02-09,0.1636017325,0.235728505,0.199156,0.16593883
2025-02-10,0.163268785,0.23486866,0.198477175,0.1656899275
2025-02-11,0.1591667425,0.233905375,0.197817745,0.165415165
2025-02-12,0.145231435,0.2329194625,0.19724236,0.1651080775
2025-02-13,0.1383688375,0.2316006025,0.1966508125,0.1647848275
2025-02-14,0.1368624925,0.22994233,0.1959978475,0.16455532
2025-02-15,0.139154335,0.2281612225,0.1953060925,0.1642999525
2025-02-16,0.14227693,0.227065405,0.1945884775,0.16402519
2025-02-17,0.1459652125,0.2265772975,0.1938643975,0.16374073
2025-02-18,0.1505488975,0.22642537,0.193305175,0.1634465725
2025-02-19,0.1554041125,0.226444765,0.1927847425,0.163165345
2025-02-20,0.160075075,0.226625785,0.1923451225,0.162893815
2025-02-21,0.1645456225,0.2268358975,0.1921253125,0.16261582
2025-02-22,0.1690517275,0.2270686375,0.1919572225,0.16237015
2025-02-23,0.1939678375,0.23616166,0.191960455,0.16215034
2025-02-24,0.2617856875,0.2820082075,0.203649175,0.16196932
2025-02-25,0.28382164,0.2859130675,0.2226336475,0.162182665
2025-02-26,0.29646718,0.291534385,0.2427915175,0.1637568925
2025-02-27,0.3033556375,0.298257985,0.270303325,0.168764035
2025-02-28,0.3065622775,0.3020238475,0.28543789,0.188340055
2025-03-01,0.300223345,0.30144523,0.28929103,0.2128133125
2025-03-02,0.292672225,0.29933764,0.287539015,0.2200799725
2025-03-03,0.285121105,0.2969552875,0.28472674,0.2208234475
2025-03-04,0.2785688275,0.2948347675,0.281908,0.219915115
2025-03-05,0.2659814725,0.2911303225,0.2782843675,0.2183732125
2025-03-06,0.248580925,0.28660159,0.27359401,0.2159553025
2025-03-07,0.236271565,0.2827969375,0.2685610075,0.2129232175
2025-03-08,0.2291632975,0.279457765,0.2634407275,0.20971981
2025-03-09,0.222347718181818,0.276526769090909,0.258803265454545,0.20688814
2025-03-10,0.21605551,0.273613405,0.2542022425,0.20422456
2025-03-11,0.21129727,0.271169635,0.2496250225,0.2016030025
2025-03-12,0.2110160425,0.2690846725,0.24584623,0.1992820675
2025-03-13,0.2215539925,0.2696406625,0.24331195,0.1972391275
2025-03-14,0.221789965,0.270911035,0.242891725,0.1958038975
2025-03-15,0.2176943875,0.2699768425,0.2419963225,0.194973145
2025-03-16,0.217186885,0.269346505,0.240473815,0.1941133
2025-03-17,0.21495646,0.2684123125,0.239129095,0.19325992
2025-03-18,0.2115849625,0.2668413175,0.2374578925,0.1924550275
2025-03-19,0.209209075,0.26530588,0.23552809,0.1915822525
2025-03-20,0.20631922,0.26378014,0.2336435425,0.190602805
2025-03-21,0.2037235225,0.2623416775,0.2317428325,0.1895716375
2025-03-22,0.20625457,0.2611585825,0.229871215,0.188585725
2025-03-23,0.21571933,0.26301727,0.2292020875,0.187641835
2025-03-24,0.22055515,0.26460766,0.22995526,0.1870114975
2025-03-25,0.218725555,0.265079605,0.2310381475,0.1868628025
2025-03-26,0.214290565,0.2636088175,0.2314454425,0.186943615
2025-03-27,0.2093707,0.2611844425,0.230634085,0.1868563375
2025-03-28,0.2062448725,0.25924171,0.2290533925,0.1865977375
2025-03-29,0.2057341375,0.25809094,0.2274500725,0.18621307
2025-03-30,0.203830195,0.2574024175,0.2261312125,0.185637685
2025-03-31,0.2008983175,0.256048,0.2247574,0.184991185
2025-04-01,0.240305725,0.2623222825,0.224350105,0.18437701
2025-04-02,0.276044245,0.28454572,0.2436901525,0.18590275
2025-04-03,0.2677076275,0.286258945,0.260605825,0.1946919175
2025-04-04,0.2541505225,0.2841287275,0.262312585,0.202317385
2025-04-05,0.238961005,0.280259425,0.25895725,0.2042407225
2025-04-06,0.2278444375,0.2764806325,0.2545578175,0.20356513
2025-04-07,0.220083205,0.27314146,0.250132525,0.20196181
2025-04-08,0.215131015,0.2706944575,0.245994925,0.19997059
2025-04-09,0.210877045,0.2682506875,0.242361595,0.1979373475
2025-04-10,0.2072857375,0.2660461225,0.2390741425,0.19603987
2025-04-11,0.20339704,0.263165965,0.2361390325,0.194223205
2025-04-12,0.2008142725,0.2607318925,0.2332168525,0.1925455375
2025-04-13,0.19883275,0.259351615,0.230556505,0.1910197975
2025-04-14,0.198102205,0.2578582,0.2282485,0.1895328475
2025-04-15,0.19628554,0.2560770925,0.22620556,0.188171965
2025-04-16,0.19429432,0.2543056825,0.22434364,0.1869015925
2025-04-17,0.1956616675,0.2539630375,0.2224720225,0.1857766825
2025-04-18,0.1958491525,0.253390885,0.2207911225,0.1846647025
2025-04-19,0.19478566,0.2524890175,0.2195627725,0.1836496975
2025-04-20,0.19358317,0.25167766,0.2184507925,0.1827122725
2025-04-21,0.1926295825,0.2504266825,0.217225675,0.181810405
2025-04-22,0.1942781575,0.2501098975,0.21606844,0.181008745
2025-04-23,0.19406158,0.2494310725,0.215143945,0.180258805
2025-04-24,0.1926877675,0.24827707,0.2143455175,0.1795185625
2025-04-25,0.19111354,0.2470778125,0.213463045,0.178810645
2025-04-26,0.189568405,0.2455068175,0.21287473,0.1782190975
2025-04-27,0.1882139875,0.2439681475,0.2125676425,0.1774691575
2025-04-28,0.186775525,0.2427462625,0.2113457575,0.1769325625
2025-04-29,0.185935075,0.2413562875,0.210191755,0.176431525
2025-04-30,0.1899724675,0.24157933,0.2092414,0.1757042125
2025-05-01,0.190279555,0.241844395,0.20882764,0.1749865975
2025-05-02,0.188559865,0.240965155,0.2085140875,0.1744241425
2025-05-03,0.1866139,0.2396818525,0.2077382875,0.17389078
2025-05-04,0.185327365,0.2382983425,0.2066392375,0.1732927675
2025-05-05,0.18697594,0.2386862425,0.2058052525,0.1730277025
2025-05-06,0.18729919,0.23894161,0.205394725,0.1726010125
2025-05-07,0.1866688525,0.2383048075,0.204916315,0.1720902775
2025-05-08,0.1861645825,0.2373027325,0.2041372825,0.17171854
2025-05-09,0.1857088,0.2366562325,0.2034325975,0.171388825
2025-05-10,0.18510109,0.23599357,0.2026955875,0.1711269925
2025-05-11,0.1844254975,0.2350787725,0.2019003925,0.1707778825
2025-05-12,0.1844578225,0.2343288325,0.201063175,0.1703124025
2025-05-13,0.1893712225,0.2352307,0.200714065,0.1698663175
2025-05-14,0.190331275,0.236025895,0.2005492075,0.1696271125
2025-05-15,0.20240143,0.2374837525,0.2001225175,0.169417
2025-05-16,0.2135955775,0.2436836875,0.2018486725,0.169177795
2025-05-17,0.211213225,0.2453451925,0.2044799275,0.1691745625
2025-05-18,0.21600379,0.246447475,0.2063418475,0.1699374325
2025-05-19,0.228435985,0.2550879475,0.2107703725,0.17064535
2025-05-20,0.217807525,0.2554564525,0.214807765,0.1722519025
2025-05-21,0.208782385,0.2539177825,0.2157096325,0.1739263375
2025-05-22,0.2009371075,0.25147078,0.2149855525,0.17501569
2025-05-23,0.1942846225,0.248516275,0.213734575,0.1754197525
2025-05-24,0.1899078175,0.2458559275,0.21204721,0.1753227775
2025-05-25,0.1853629225,0.2428109125,0.2101755925,0.1749478075
2025-05-26,0.1814257375,0.2397723625,0.20803891,0.17431747
2025-05-27,0.17890762,0.237461125,0.2059927375,0.17356753
2025-05-28,0.1764735475,0.2352274675,0.204308605,0.172759405
2025-05-29,0.1739845225,0.2327772325,0.2025727525,0.1722001825
2025-05-30,0.1734931825,0.23151979,0.20086276,0.1713080125
2025-05-31,0.1721937175,0.2298356575,0.1994436925,0.17030917
2025-06-01,0.1702477525,0.2279608075,0.1979438125,0.1694073025
