Date,VWC_36in
9/7/2024,0.133022283
9/8/2024,0.13326472
9/9/2024,0.133490995
9/10/2024,0.133629993
9/11/2024,0.133798083
9/12/2024,0.13396294
9/13/2024,0.13419568
9/14/2024,0.13445428
9/15/2024,0.13469995
9/16/2024,0.13494562
9/17/2024,0.135194523
9/18/2024,0.135401403
9/19/2024,0.135588888
9/20/2024,0.135789303
9/21/2024,0.13599295
9/22/2024,0.136241853
9/23/2024,0.13641964
9/24/2024,0.136629753
9/25/2024,0.13680754
9/26/2024,0.13692391
9/27/2024,0.137056443
9/28/2024,0.137227765
9/29/2024,0.137379693
9/30/2024,0.137560713
10/1/2024,0.137754663
10/2/2024,0.137942148
10/3/2024,0.138084378
10/4/2024,0.138233073
10/5/2024,0.138394698
10/6/2024,0.138556323
10/7/2024,0.138692088
10/8/2024,0.13883755
10/9/2024,0.138963618
10/10/2024,0.13905736
10/11/2024,0.1391608
10/12/2024,0.139231915
10/13/2024,0.13935475
10/14/2024,0.139506678
10/15/2024,0.139632745
10/16/2024,0.139720023
10/17/2024,0.139855788
10/18/2024,0.139985088
10/19/2024,0.140149945
10/20/2024,0.140343895
10/21/2024,0.140482893
10/22/2024,0.14059603
10/23/2024,0.140744725
10/24/2024,0.140877258
10/25/2024,0.141071208
10/26/2024,0.141300715
10/27/2024,0.14147527
10/28/2024,0.141685383
10/29/2024,0.141853473
10/30/2024,0.141895495
10/31/2024,0.141856705
11/1/2024,0.142047423
11/2/2024,0.142286628
11/3/2024,0.142425128
11/4/2024,0.142464415
11/5/2024,0.14257432
11/6/2024,0.142697155
11/7/2024,0.142839385
11/8/2024,0.142881408
11/9/2024,0.142978383
11/10/2024,0.14313031
11/11/2024,0.143201425
11/12/2024,0.143243448
11/13/2024,0.143279005
11/14/2024,0.14333719
11/15/2024,0.143418003
11/16/2024,0.143489118
11/17/2024,0.14356993
11/18/2024,0.143695998
11/19/2024,0.143818833
11/20/2024,0.143977225
11/21/2024,0.144090363
11/22/2024,0.144209965
11/23/2024,0.14431987
11/24/2024,0.144407148
11/25/2024,0.14450089
11/26/2024,0.144529983
11/27/2024,0.144672213
11/28/2024,0.145011625
11/29/2024,0.147581463
11/30/2024,0.160217305
12/1/2024,0.173328325
12/2/2024,0.179938788
12/3/2024,0.183552723
12/4/2024,0.185498688
12/5/2024,0.186633295
12/6/2024,0.18731212
12/7/2024,0.187719415
12/8/2024,0.187903668
12/9/2024,0.188013573
12/10/2024,0.18804913
12/11/2024,0.188000643
12/12/2024,0.187913365
12/13/2024,0.18781639
12/14/2024,0.18772588
12/15/2024,0.187638603
12/16/2024,0.187538395
12/17/2024,0.18749314
12/18/2024,0.187405863
12/19/2024,0.187476978
12/20/2024,0.187813158
12/21/2024,0.18856633
12/22/2024,0.189477895
12/23/2024,0.190425018
12/24/2024,0.191313955
12/25/2024,0.192154405
12/26/2024,0.19289788
12/27/2024,0.19340215
12/28/2024,0.19369954
12/29/2024,0.193809445
12/30/2024,0.193903188
12/31/2024,0.194352505
1/1/2025,0.195390138
1/2/2025,0.196986993
1/3/2025,0.198425455
1/4/2025,0.199249743
1/5/2025,0.199640875
1/6/2025,0.199747548
1/7/2025,0.19981543
1/8/2025,0.199909173
1/9/2025,0.199876848
1/10/2025,0.199773408
1/11/2025,0.199585923
1/12/2025,0.199382275
1/13/2025,0.199165698
1/14/2025,0.199020235
1/15/2025,0.198839215
1/16/2025,0.198635568
1/17/2025,0.198438385
1/18/2025,0.198170088
1/19/2025,0.197869465
1/20/2025,0.197549448
1/21/2025,0.197132455
1/22/2025,0.196692835
1/23/2025,0.196217658
1/24/2025,0.195693993
1/25/2025,0.195215583
1/26/2025,0.194649895
1/27/2025,0.194103603
1/28/2025,0.193499125
1/29/2025,0.19293667
1/30/2025,0.192361285
1/31/2025,0.191789133
2/1/2025,0.191184655
2/2/2025,0.19063513
2/3/2025,0.190046815
2/4/2025,0.189532848
2/5/2025,0.189025345
2/6/2025,0.188521075
2/7/2025,0.188052363
2/8/2025,0.187586883
2/9/2025,0.187173123
2/10/2025,0.1867432
2/11/2025,0.186571878
2/12/2025,0.185905983
2/13/2025,0.18546313
2/14/2025,0.18497179
2/15/2025,0.184541868
2/16/2025,0.184141038
2/17/2025,0.183707883
2/18/2025,0.183297355
2/19/2025,0.182919153
2/20/2025,0.182518323
2/21/2025,0.182081935
2/22/2025,0.181600293
2/23/2025,0.181176835
2/24/2025,0.181125115
2/25/2025,0.186982405
2/26/2025,0.196127148
2/27/2025,0.206855815
2/28/2025,0.221638038
3/1/2025,0.231516558
3/2/2025,0.23504968
3/3/2025,0.233905375
3/4/2025,0.230863593
3/5/2025,0.227088033
3/6/2025,0.222956898
3/7/2025,0.218948598
3/8/2025,0.215444568
3/9/2025,0.212526795
3/10/2025,0.209981643
3/11/2025,0.207644545
3/12/2025,0.205469073
3/13/2025,0.203639478
3/14/2025,0.202265665
3/15/2025,0.20154805
3/16/2025,0.201111663
3/17/2025,0.200684973
3/18/2025,0.20024212
3/19/2025,0.19981543
3/20/2025,0.19927237
3/21/2025,0.198674358
3/22/2025,0.197947045
3/23/2025,0.19730701
3/24/2025,0.196954668
3/25/2025,0.19715185
3/26/2025,0.197610865
3/27/2025,0.197972905
3/28/2025,0.198060183
3/29/2025,0.197769258
3/30/2025,0.197290848
3/31/2025,0.196793043
4/1/2025,0.19606573
4/2/2025,0.200920945
4/3/2025,0.217933593
4/4/2025,0.222992455
4/5/2025,0.221974218
4/6/2025,0.21955954
4/7/2025,0.216860403
4/8/2025,0.21416773
4/9/2025,0.21168517
4/10/2025,0.209399793
4/11/2025,0.207453828
4/12/2025,0.20563393
4/13/2025,0.203959495
4/14/2025,0.202294758
4/15/2025,0.200788413
4/16/2025,0.199369345
4/17/2025,0.198037555
4/18/2025,0.196870623
4/19/2025,0.195887943
4/20/2025,0.194931123
4/21/2025,0.194090673
4/22/2025,0.193295478
4/23/2025,0.192584328
4/24/2025,0.191921665
4/25/2025,NA
4/26/2025,NA
4/27/2025,0.19050583
4/28/2025,0.189862563
4/29/2025,0.189261318
4/30/2025,0.18864391
5/1/2025,0.18813964
5/2/2025,0.18766123
5/3/2025,0.187189285
5/4/2025,0.18660097
5/5/2025,0.186080538
5/6/2025,0.185925378
5/7/2025,0.185792845
5/8/2025,0.185469595
5/9/2025,0.185084928
5/10/2025,0.184642075
5/11/2025,0.184292965
5/12/2025,0.183869508
5/13/2025,0.183481608
5/14/2025,0.183245635
5/15/2025,0.18301936
5/16/2025,0.182886828
5/17/2025,0.183080778
5/18/2025,0.18387274
5/19/2025,0.185052603
5/20/2025,0.187735578
5/21/2025,0.191058588
5/22/2025,0.193360128
5/23/2025,0.194420388
5/24/2025,0.194620803
5/25/2025,0.194349273
5/26/2025,0.193793283
5/27/2025,0.19293667
5/28/2025,0.191960455
5/29/2025,0.191006868
5/30/2025,0.189959538
5/31/2025,0.188934835
6/1/2025,0.187887505
6/2/2025,0.18688543
6/3/2025,0.18595447
6/4/2025,0.18517867
6/5/2025,0.184561263
6/6/2025,0.183927693
6/7/2025,0.183294123
6/8/2025,0.18282541
6/9/2025,0.182350233
6/10/2025,0.181858893
6/11/2025,0.181464528
6/12/2025,0.181102488
6/13/2025,0.180721053
6/14/2025,0.180969955
6/15/2025,0.182340535
6/16/2025,0.183319983
6/17/2025,0.183429888
6/18/2025,0.183151893
6/19/2025,0.182663785
6/20/2025,0.182046378
6/21/2025,0.181412808
6/22/2025,0.181238253
6/23/2025,0.18504937
6/24/2025,0.19161781
6/25/2025,0.195028098
6/26/2025,0.19525114
6/27/2025,0.194155323
6/28/2025,0.192519678
6/29/2025,0.190722408
6/30/2025,0.188831395
7/1/2025,0.186804618
7/2/2025,0.184709958
7/3/2025,0.182725203
7/4/2025,0.180763075
7/5/2025,0.179305218
7/6/2025,0.1779508
7/7/2025,0.176693358
7/8/2025,0.175422985
7/9/2025,0.174052405
7/10/2025,0.172633338
7/11/2025,0.171139923
7/12/2025,0.169646508
7/13/2025,0.1682533
7/14/2025,0.167008788
7/15/2025,0.165803065
7/16/2025,0.164713713
7/17/2025,0.1637278
7/18/2025,0.16266754
7/19/2025,0.161406865
7/20/2025,0.160191445
7/21/2025,0.15872389
7/22/2025,0.15789637
7/23/2025,0.156826413
7/24/2025,0.15507763
7/25/2025,0.15262093
7/26/2025,0.149210643
7/27/2025,0.145467408
7/28/2025,0.140974233
7/29/2025,0.13654894
7/30/2025,0.130775695
7/31/2025,0.125904318
8/1/2025,0.122393823
8/2/2025,0.12142084
8/3/2025,0.121983295
8/4/2025,0.122073805
8/5/2025,0.121934808
8/6/2025,0.121837833
8/7/2025,0.1219639
8/8/2025,0.121967133
8/9/2025,0.121566303
8/10/2025,0.120134305
8/11/2025,0.118676448
8/12/2025,0.11733496
8/13/2025,0.117005245
8/14/2025,0.1178263
8/15/2025,0.118579473
8/16/2025,0.119381133
8/17/2025,0.120263605
8/18/2025,0.120842223
8/19/2025,0.121107288
8/20/2025,0.12100708
8/21/2025,0.120848688
8/22/2025,0.12076141
8/23/2025,0.120525438
8/24/2025,0.12023128
8/25/2025,0.119956518
8/26/2025,0.119820753
8/27/2025,0.119940355
8/28/2025,0.120383208
8/29/2025,0.121010313
8/30/2025,0.121491955
8/31/2025,0.12161479
9/1/2025,0.121527513
9/2/2025,0.121417608
9/3/2025,0.121288308
9/4/2025,0.121181635
9/5/2025,0.121294773
9/6/2025,0.121605093
9/7/2025,0.121857228
9/8/2025,0.122083503
9/9/2025,0.12237766
9/10/2025,0.122565145
9/11/2025,0.122591005
9/12/2025,0.122564221
