"Date","ET_cm","Precip_cm","AvgTemp","MinTemp","MaxTemp"
2022-02-03,0.02032,0,-10.7604166666667,-13.95,-7.6
2022-02-04,0.03048,0.0629,-3.29375,-7.475,2.325
2022-02-05,0.07112,0.238,2.971875,-0.275,4.775
2022-02-06,0.08636,0,0.854166666666667,-4,6.35
2022-02-07,0.13462,0,-0.277083333333333,-8.5,8.475
2022-02-08,0.08636,0,2.80208333333333,1.125,5.45
2022-02-09,0.07112,0,3.81770833333333,2.025,6.625
2022-02-10,0.1397,0,5.67604166666667,0.375,10.95
2022-02-11,0.09144,0,0.628125,-3.875,6.5
2022-02-12,0.06604,0,-1.7875,-6.775,4.475
2022-02-13,0.0635,0,-1.76458333333333,-5.825,4.85
2022-02-14,0.05334,0.0187,-0.791666666666667,-3.625,2.275
2022-02-15,0.02794,0.0425,0.932291666666667,-1.075,1.875
2022-02-16,0.07366,0.0969,0.304166666666667,-2.25,2.25
2022-02-17,0.0635,0.0119,1.23854166666667,-1.2,3.25
2022-02-18,0.09398,0,4.696875,3.375,7
2022-02-19,0.1397,0,5.10104166666667,3.05,7.875
2022-02-20,0.08128,0.0867,-0.763541666666667,-8.825,3.425
2022-02-21,0.06604,0,-11.7927083333333,-14.575,-9.075
2022-02-22,0.06096,0,-14.446875,-18.45,-11.6
2022-02-23,0.04572,0,-16.0989583333333,-22.1,-11.25
2022-02-24,0.05588,0,-10.771875,-13.875,-6.625
2022-02-25,0.05842,0,-7.621875,-10.9,-4.55
2022-02-26,0.0889,0,-4.53020833333333,-8.6,2.125
2022-02-27,0.05588,0,-3.86666666666667,-10.05,3.475
2022-02-28,0.03048,1.6036,3.55208333333333,0.15,5.175
2022-03-01,0.08636,0.0663,7.15625,4.25,9.7
2022-03-02,0.05334,1.0952,4.421875,2.55,7.15
2022-03-03,0.03048,1.0016,3.46458333333333,1.975,4.975
2022-03-04,0.1016,0.0136,2.98333333333333,0.25,6.15
2022-03-05,0.11684,0,0.386458333333333,-3.8,4.625
2022-03-06,0.127,0,-0.116666666666667,-3.2,3.5
2022-03-07,0.13716,0,0.773958333333333,-2.475,5
2022-03-08,0.10414,0,-4.45104166666667,-9.825,-1.775
2022-03-09,0.09398,0,-9.31041666666667,-14.475,-4.65
2022-03-10,0.10922,0,-6.13333333333333,-12.725,-0.25
2022-03-11,0.13208,0,-0.311458333333333,-3.75,3.15
2022-03-12,0.17526,0.068,4.36875,0.15,10.075
2022-03-13,0.07874,0.1224,2.98260869565217,0.65,5.375
2022-03-14,0.127,0.0527,5.53229166666667,3.425,8.275
2022-03-15,0.14986,0.2959,5.90208333333333,3.5,10.175
2022-03-16,0.11938,0.3301,3.02708333333333,0.675,6.95
2022-03-17,0.21082,0,5.38541666666667,1.675,9.75
2022-03-18,0.1397,0.0408,5.38854166666667,3.475,8.525
2022-03-19,0.10668,0.1548,3.2875,-1.575,8.2
2022-03-20,0.1905,0.0051,3.11875,0.575,6
2022-03-21,0.11938,0,3.24583333333333,0.425,6.125
2022-03-22,0.17272,0,5.88333333333333,0.575,10.625
2022-03-23,0.23622,0.0816,9.28541666666667,2.8,16.575
2022-03-24,0.21844,0.0221,8.2,2.475,11.925
2022-03-25,0.20066,0,4.85625,-1.575,14.25
2022-03-26,0.21336,0,6.34166666666667,-0.9,13.275
2022-03-27,0.25146,0,8.29375,-0.6,18.7
2022-03-28,0.24892,0,9.81979166666667,2.525,16.975
2022-03-29,0.254,0,8.17291666666667,3.675,13.55
2022-03-30,0.21082,0,4.96354166666667,-2.475,11.45
2022-03-31,0.19304,0,3.97395833333333,0.875,7.925
2022-04-01,0.17272,0,4.13958333333333,0.275,8.625
2022-04-02,0.10668,0.2623,1.925,-1.475,7.025
2022-04-03,0.22352,0.0034,4.190625,-3.35,10.775
2022-04-04,0.20066,0.0833,4.09791666666667,0.625,7.525
2022-04-05,0.22352,0,3.40625,0.5,6.55
2022-04-06,0.27178,0,4.94895833333333,1.525,10.25
2022-04-07,0.28448,0,4.96875,-3.75,13.575
2022-04-08,0.27432,0,6.671875,-1.875,14.65
2022-04-09,0.17272,0.2314,2.84375,0.1,5.7
2022-04-10,0.16256,0.0289,0.542708333333333,-1.25,3.675
2022-04-11,0.18288,0.0952,-0.740625,-3.475,1.625
2022-04-12,0.18034,0,-2.62708333333333,-4.6,-0.35
2022-04-13,0.21336,0,-3.27708333333333,-6.5,0.95
2022-04-14,0.19558,0,-3.225,-9.175,2.4
2022-04-15,0.18796,0,-2.02083333333333,-5.8,2.925
2022-04-16,0.14986,0,-1.678125,-8.3,3.7
2022-04-17,0.12954,0.2619,0.505208333333333,-2.15,4.525
2022-04-18,0.17526,0.0068,1.95833333333333,-4.9,8.275
2022-04-19,0.30226,0.1106,4.67916666666667,0.35,9.1
2022-04-20,0.23622,0.0034,3.65520833333333,-3.125,9.425
2022-04-21,0.20574,0.3113,6.584375,4.075,12.175
2022-04-22,0.20828,0.0051,4.64791666666667,0.025,11.275
2022-04-23,0.21844,0,5.98854166666667,1.65,10.85
2022-04-24,0.29972,0.0102,6.7125,-0.975,13.85
2022-04-25,0.33528,0,8.94895833333333,-0.975,17.525
2022-04-26,0.18796,0.1904,6.54479166666667,3.05,10.9
2022-04-27,0.254,0,6.16875,1.625,9.85
2022-04-28,0.25146,0,5.73645833333333,-0.8,10.95
2022-04-29,0.25908,0,5.85208333333333,-0.575,10.8
2022-04-30,0.24638,0.0068,5.77916666666667,-1.8,13.275
2022-05-01,0.31242,0.0034,10.3197916666667,4.825,16.2
2022-05-02,0.39624,0,12.7041666666667,5.525,19.175
2022-05-03,0.3429,0.0068,12.215625,6.15,17.3
2022-05-04,0.39116,0,12.871875,8.825,18.325
2022-05-05,0.26416,0.1258,12.39375,6.2,19.75
2022-05-06,0.23114,0.1582,9.89479166666667,7.95,12.2
2022-05-07,0.16256,0.2313,7.46354166666667,5.55,9.725
2022-05-08,0.24638,0.0714,5.49270833333333,3.025,9.35
2022-05-09,0.16002,0.2227,3.92604166666667,1.65,7.65
2022-05-10,0.30988,0,7.20520833333333,3.6,12.1
2022-05-11,0.35052,0,7.53645833333333,-2.125,14.875
2022-05-12,0.19304,0,5.4375,2.175,12
2022-05-13,0.332581280423436,0.2794,6.99444444444445,0.522,11.572
2022-05-14,0.18904992970574,0,5.28333333333333,-2.261,11.606
2022-05-15,0.307082191440373,0.0254,12.2833333333333,3.459,19.161
2022-05-16,0.34294220385387,0,14.2333333333333,7.65,20.583
2022-05-17,0.391407646100782,0,12.6388888888889,6.84,19.739
2022-05-18,0.18034,0.3148,9.38027272727273,6.725,11.925
2022-05-19,0.17272,0.8419,5.246875,2.5,8.3
2022-05-20,0.21082,0.1872,6.25833333333333,2.75,9.225
2022-05-21,0.27432,0,7.91979166666667,3.275,12.65
2022-05-22,0.34798,0,7.91354166666667,-2.05,15.075
2022-05-23,0.35306,0,10.6260416666667,2.825,15.8
2022-05-24,0.34544,0,11.1354166666667,5.95,15.5
2022-05-25,0.12954,0.4217,10.021875,8,11.05
2022-05-26,0.36576,0.0034,12.7708333333333,3.225,21.5
2022-05-27,0.24384,0.8833,13.259375,10.9,17.5
2022-05-28,0.26416,0.1445,10.8541666666667,8.175,13.3
2022-05-29,0.24892,0.2366,10.471875,4.775,15.6
2022-05-30,0.30734,0,12.8145833333333,8.125,17.375
2022-05-31,0.41148,0,12.99375,4.525,19.35
2022-06-01,0.47244,0,14.7760416666667,6.025,21.4
2022-06-02,0.39624,0,15.465625,8.725,22.5
2022-06-03,0.28956,0.2995,13.8177083333333,9.775,19.5
2022-06-04,0.1778,0.4268,13.69375,12.175,15.975
2022-06-05,0.19558,0.3757,12.3864583333333,8.125,15.175
2022-06-06,0.28448,1.2892,12.0364583333333,9.625,16.75
2022-06-07,0.28702,0,12.4104166666667,7.475,17.2
2022-06-08,0.22606,0,12.3395833333333,7.275,18.15
2022-06-09,0.36576,0,15.021875,6.75,20.925
2022-06-10,0.19558,0.1701,15.340625,13.275,16.925
2022-06-11,0.20066,0.7158,14.1541666666667,12.925,16.5
2022-06-12,0.28448,0.3331,13.8677083333333,10.275,17.025
2022-06-13,0.14732,1.7916,9.55,6.85,12.2
2022-06-14,0.04064,5.4899,5.490625,4.875,6.425
2022-06-15,0.21844,0.3114,10.3864583333333,5.7,17.175
2022-06-16,0.45212,0,15.2270833333333,5.675,25.775
2022-06-17,0.4953,0,19.7791666666667,14.45,27.625
2022-06-18,0.32258,0.1241,16.225,13.175,20.425
2022-06-19,0.2921,0.2688,14.0083333333333,11.75,16.325
2022-06-20,0.09906,3.727,10.7375,9.225,13.35
2022-06-21,0.33782,0.1531,14.58125,10.75,19.825
2022-06-22,0.41656,0.0034,17.2052083333333,9.75,24.575
2022-06-23,0.5588,0,17.3645833333333,11.825,21.925
2022-06-24,0.37338,0,12.2979166666667,5.875,18.35
2022-06-25,0.4572,0,13.6625,4.475,21.05
2022-06-26,0.4953,0,16.375,5.75,24.875
2022-06-27,0.508,0,18.8791666666667,8.375,28.1
2022-06-28,0.49276,0,20.1302083333333,11.475,28.55
2022-06-29,0.36068,0,16.2635416666667,11.5,19
2022-06-30,0.43688,0,16.09375,7.7,23.625
2022-07-01,0.5207,0,18.546875,8.25,27.825
2022-07-02,0.53848,0,19.884375,10.175,28.9
2022-07-03,0.32766,0.4527,17.9833333333333,13.225,22.7
2022-07-04,0.40386,0.068,15.8270833333333,11.1,22.325
2022-07-05,0.47752,0.0102,16.6947916666667,7.25,24.925
2022-07-06,0.40132,0,18.375,9.825,24.925
2022-07-07,0.52324,0.3926,20.1645833333333,13.575,27.6
2022-07-08,0.49022,0.0051,21.5447916666667,15.35,28.45
2022-07-09,0.48514,0,20.7625,12.8,27.725
2022-07-10,0.50038,0,19.7072916666667,15,24.45
2022-07-11,0.51816,0,19.5635416666667,10.875,26.4
2022-07-12,0.53086,0,20.84375,10.55,29.775
2022-07-13,0.28702,0.2804,20.6208333333333,15.9,25.175
2022-07-14,0.53848,0,21.271875,11.75,29.75
2022-07-15,0.381,0.0017,19.4541666666667,10.925,28.075
2022-07-16,0.54102,0,22.2541666666667,11.225,32.275
2022-07-17,0.54102,0,22.6041666666667,13.15,31.275
2022-07-18,0.38862,0.0987,17.85625,12.3,20.825
2022-07-19,0.50292,0,19.553125,11.475,25.85
2022-07-20,0.54864,0,20.89375,12.1,29
2022-07-21,0.53594,0,21.8125,12.375,30.875
2022-07-22,0.381,0,19.415625,12.275,27.375
2022-07-23,0.49276,0,19.8208333333333,9.65,29.475
2022-07-24,0.50546,0,20.0104166666667,10.925,27.85
2022-07-25,0.42926,0.0085,21.3614583333333,13.375,27.95
2022-07-26,0.49276,0,22.3145833333333,13.5,30.075
2022-07-27,0.50546,0,23.5583333333333,14.225,32.35
2022-07-28,0.51308,0,24.7625,15.925,32.4
2022-07-29,0.508,0,24.7072916666667,16.1,33.05
2022-07-30,0.50546,0,23.56875,12.825,33.85
2022-07-31,0.54864,0,23.5458333333333,13.7,33
2022-08-01,0.4826,0,22.95625,11.7,32.625
2022-08-02,0.57404,0,23.6375,18.3,27.65
2022-08-03,0.61468,0,22.7208333333333,15.525,29.35
2022-08-04,0.62738,0,22.9395833333333,16.225,28.175
2022-08-05,0.47752,0,18.5354166666667,8.5,26.275
2022-08-06,0.48006,0,19.896875,11.175,26.35
2022-08-07,0.52832,0,21.2270833333333,10.675,29.45
2022-08-08,0.53594,0,22.178125,10.625,31.95
2022-08-09,0.51816,0,22.8583333333333,11.475,34.2
2022-08-10,0.28956,0,23.4875,19.65,28.05
2022-08-11,0.47498,0.0545,22.9552083333333,14.325,31.725
2022-08-12,0.37592,0.0119,21.596875,14.1,28.725
2022-08-13,0.49022,0.1736,21.7552083333333,13.975,30.375
2022-08-14,0.4572,0,19.9854166666667,10.5,28.95
2022-08-15,0.44704,0,19.96875,9.2,29.3
2022-08-16,0.4572,0,21.0458333333333,11.05,30.175
2022-08-17,0.46482,0,22.425,11.35,32.75
2022-08-18,0.49022,0,24.4020833333333,14.3,33.425
2022-08-19,0.47752,0,24.03125,14.15,34.15
2022-08-20,0.42418,0.0221,23.5489583333333,15.65,31.525
2022-08-21,0.38608,0.0034,22.3635416666667,14.875,29.375
2022-08-22,0.37592,0.0034,22.0291666666667,14.15,29.5
2022-08-23,0.40132,0,21.10625,12.475,29.45
2022-08-24,0.21336,0.3029,18.2260416666667,14.05,23.425
2022-08-25,0.30988,0,19.7177083333333,13.65,25
2022-08-26,0.30226,0.0817,18.6604166666667,15.875,24
2022-08-27,0.28702,0.0289,16.6041666666667,12.975,21.125
2022-08-28,0.32512,0.0119,14.0208333333333,5.4,21.675
2022-08-29,0.35306,0,16.3520833333333,7.15,24.875
2022-08-30,0.37084,0,18.825,9.325,27.7
2022-08-31,0.38608,0,20.0791666666667,10.275,29.575
2022-09-01,0.42926,0.0017,23.040625,16.3,30.175
2022-09-02,0.39624,0,20.8052083333333,11.05,31.8
2022-09-03,0.30734,0.0034,18.84375,9.875,26.825
2022-09-04,0.41656,0,19.4427083333333,10,28.7
2022-09-05,0.43688,0,18.6510416666667,8.875,26.775
2022-09-06,0.3429,0,17.0739583333333,6.5,27.675
2022-09-07,0.38354,0,18.5072916666667,8.375,27.7
2022-09-08,0.32258,0,16.853125,10.425,22.425
2022-09-09,0.24892,0.0884,11.55,5.8,18.25
2022-09-10,0.3048,0,11.7135416666667,2.7,22.15
2022-09-11,0.2286,0,11.928125,2.825,20.15
2022-09-12,0.22606,0,14.3802083333333,6.35,23.875
2022-09-13,0.19558,0,15.8895833333333,11.725,20.375
2022-09-14,0.22352,0.0051,14.071875,7.9,21.45
2022-09-15,0.2286,0.0068,14.3375,7.175,21.775
2022-09-16,0.25908,0,15.31875,10.525,20.35
2022-09-17,0.25146,0,12.89375,5.5,20.2
2022-09-18,0.20828,0,11.578125,3.7,20.325
2022-09-19,0.27432,0,16.3822916666667,12.375,22.45
2022-09-20,0.24892,0,12.1208333333333,6.75,17.7
2022-09-21,0.24892,0,11.0333333333333,0.625,20.75
2022-09-22,0.06858,3.1555,10.3927083333333,9.375,13.625
2022-09-23,0.14986,0.0153,10.396875,4.1,16.425
2022-09-24,0.22352,0,13.478125,6.075,19.975
2022-09-25,0.20828,0.0085,12.403125,4.475,20.65
2022-09-26,0.23368,0.0102,13.4916666666667,6.1,24.15
2022-09-27,0.22098,0.0119,13.975,6.425,23.675
2022-09-28,0.2413,0,15.2864583333333,6.275,25.55
2022-09-29,0.19558,0.2008,14.915625,9.575,18.8
2022-09-30,0.15748,0.0051,11.2385416666667,6,17.175
2022-10-01,0.1905,0,14.503125,10.075,20.475
2022-10-02,0.14732,0,13.721875,9.975,17.075
2022-10-03,0.17526,0.0153,11.9197916666667,4.625,19.6
2022-10-04,0.18034,0.0153,12.4572916666667,5.15,20.6
2022-10-05,0.17272,0.0119,12.4458333333333,5.3,21.025
2022-10-06,0.18542,0.0119,13.1395833333333,6.5,22.55
2022-10-07,0.17272,0.0119,11.7802083333333,4.275,21.2
2022-10-08,0.14732,0.0068,10.025,3.675,17.95
2022-10-09,0.15494,0.0204,9.60104166666667,2.45,18.375
2022-10-10,0.25146,0.0102,11.9458333333333,2.5,20.8
2022-10-11,0.20574,0.2195,11.134375,3.525,19.325
2022-10-12,0.21336,0,13.178125,7.425,20.875
2022-10-13,0.1524,0.0034,9.334375,2.025,17.95
2022-10-14,0.14986,0.0068,8.615625,0.9,17.4
2022-10-15,0.1651,0.0017,10.1822916666667,2.675,19.75
2022-10-16,0.1524,0,8.08229166666667,0.925,18.525
2022-10-17,0.13462,0.0153,6.95729166666667,-0.525,17.025
2022-10-18,0.12954,0.0238,6.53541666666667,-0.925,16.6
2022-10-19,0.12192,0.0187,6.61875,-0.3,15.55
2022-10-20,0.1016,0.0187,6.4875,-0.85,14.55
2022-10-21,0.1016,1.2798,8.884375,4.25,14
2022-10-22,0.02286,0.862,3.75208333333333,2.775,4.7
2022-10-23,0.0889,0.0068,3.66354166666667,1.025,7.975
2022-10-24,0.0508,0.1513,3.21666666666667,1.975,5.5
2022-10-25,0.0762,0.0289,4.709375,3.5,6.625
2022-10-26,0.05334,0.0663,3.734375,2.275,5.7
2022-10-27,0.11176,0,5.4625,2.825,8.4
2022-10-28,0.16256,0,6.46458333333333,4.125,10.675
2022-10-29,0.14732,0,7.746875,4.425,12.75
2022-10-30,0.11684,0,9.125,6.125,11.575
2022-10-31,0.11938,0.2159,10.6010416666667,7,12.375
2022-11-01,0.04572,0.5833,6.28854166666667,4.65,8.025
2022-11-02,0.01778,0.393,0.688541666666667,-1.7,5.55
2022-11-03,0.03048,0.2329,-0.628125,-2.75,1.425
2022-11-04,0.02286,2.5122,0.897916666666667,-0.175,3.3
2022-11-05,0.1143,0.0902,2.99375,-1.025,7.225
2022-11-06,0.08382,0.0221,-0.993,-4.625,3.875
2022-11-07,0.07366,0,-6.49791666666667,-13.075,-2.3
2022-11-08,0.03048,0,-9.86354166666667,-14.125,-4.275
2022-11-09,0.02794,0,-8.95729166666667,-12.775,-5.6
2022-11-10,0.01016,0,-5.96354166666667,-7.5,-4.575
2022-11-11,0.02794,0,-6.18229166666667,-9.225,-1.625
2022-11-12,0.01778,0,-6.09583333333333,-11,-3.3
2022-11-13,0.03556,0,-3.86354166666667,-4.5,-3
2022-11-14,0.0381,0,-3.47395833333333,-4.525,-2.1
2022-11-15,0.03048,0,-2.95416666666667,-4.1,-1.625
2022-11-16,0.02286,0,-2.725,-4.725,-1.55
2022-11-17,0.03302,0,-7.996875,-13.1,-3.575
2022-11-18,0.02032,0,-11.909375,-15.875,-5.65
2022-11-19,0.02032,0,-11.4020833333333,-15.025,-6
2022-11-20,0.01778,0,-9.278125,-12.15,-6.55
2022-11-21,0.01778,0,-5.125,-7.25,-3.225
2022-11-22,0.0254,0.0085,-1.82916666666667,-3.575,0.1
2022-11-23,0.0254,0.3757,1.11770833333333,-0.55,2.4
2022-11-24,0.03048,0.1105,-1.615625,-5.55,3.575
2022-11-25,0.02032,0,-3.74583333333333,-7.6,0.9
2022-11-26,0.0381,0.6207,1.52916666666667,0.325,3.45
2022-11-27,0.08382,0.0102,0.4375,-3.275,2.725
2022-11-28,0.04064,0,-6.46979166666667,-10.125,-2.3
2022-11-29,0.02794,0,-10.5864583333333,-13.35,-8.725
2022-11-30,0.02286,0,-7.06979166666667,-11.95,-3
2022-12-01,0.01524,0.034,-2.75208333333333,-6.6,0.8
2022-12-02,0.01016,0,-8.97291666666667,-13.025,-6.7
2022-12-03,0.01524,0,-11.375,-15.325,-6.05
2022-12-04,0.00762,0,-11.9125,-16.8,-9.65
2022-12-05,NA,0,-8.32291666666667,-9.75,-6.925
2022-12-06,0.01524,0,-2.38333333333333,-7,0.625
2022-12-07,0.01524,0,-1.58541666666667,-4,0.65
2022-12-08,0.01524,0,-3.98125,-7.55,-0.275
2022-12-09,0.0635,0.0187,-0.358333333333333,-2.6,1.875
2022-12-10,0.04318,0,-1.79375,-3.075,-0.55
2022-12-11,0.02286,0.051,-0.930208333333333,-1.95,1.125
2022-12-12,0.01778,0.0884,-2.52604166666667,-7.575,1.85
2022-12-13,0.01778,0,-6.25520833333333,-10.55,-3.625
2022-12-14,0.00762,0,-4.63645833333333,-8.175,-2.475
2022-12-15,0.0127,0,-4.39479166666667,-6.1,-2.925
2022-12-16,0.01524,0,-4.74479166666667,-5.875,-3.8
2022-12-17,0.01778,0,-3.9625,-4.925,-2.85
2022-12-18,0.02032,0,-11.428125,-14.55,-5.1
2022-12-19,0.01524,0,-15.415625,-16.8,-14.4
2022-12-20,0.01524,0,-16.1875,-17.7,-14.975
2022-12-21,0.0127,0,-21.8552083333333,-28.1,-17.925
2022-12-22,0.00762,0,-29.0708333333333,-34.4,-22.925
2022-12-23,0.00762,0,-21.2614583333333,-27.375,-16.925
2022-12-24,0.00762,0,-12.434375,-16.7,-8.725
2022-12-25,0.0127,0,-3.40520833333333,-8.525,-0.15
2022-12-26,0.0127,0.556,-0.116666666666667,-1.525,3.075
2022-12-27,0.0254,1.2468,3.48229166666667,0.75,6.025
2022-12-28,0.02794,0.5814,1.37604166666667,0.475,3.475
2022-12-29,0.02794,0.0221,0.148958333333333,-2.45,1.875
2022-12-30,0.0254,0.1326,-0.303125,-2.45,2.35
2022-12-31,0.0254,0,0.651041666666667,-2.05,3.275
2023-01-01,0.02286,0,-0.341666666666667,-2.025,0.775
2023-01-02,0.00762,0,-3.61770833333333,-9.725,0.975
2023-01-03,0.0127,0,-7.76770833333333,-11.75,-5.125
2023-01-04,0.01778,0,-4.30833333333333,-7.825,-1.5
2023-01-05,0.02032,0,-5.96354166666667,-10.45,-2.575
2023-01-06,0.02032,0.017,-2.75104166666667,-4.575,-0.275
2023-01-07,0.0127,0,-5.17395833333333,-8.65,-2.475
2023-01-08,0.01778,0,-3.77916666666667,-6.35,-0.05
2023-01-09,0.0254,0.3451,0.813541666666667,-2.05,2.575
2023-01-10,0.01016,0.6256,0.0270833333333333,-2.925,1.8
2023-01-11,0.01778,0,-3.01875,-5.175,-1.075
2023-01-12,0.01778,0.0153,-1.81666666666667,-4.6,-0.225
2023-01-13,0.02032,0.0119,-2.409375,-4.2,-0.4
2023-01-14,0.02032,0.1395,0.0479166666666667,-2.575,2.4
2023-01-15,0.02032,0.3639,0.778125,-0.4,2.125
2023-01-16,0.02032,0.0068,0.454166666666667,0.1,1.225
2023-01-17,0.0254,0.2788,1.06354166666667,0.25,2.1
2023-01-18,0.04572,0,1.18541666666667,0.275,2.725
2023-01-19,0.03048,0.1683,0.58125,-0.05,1.275
2023-01-20,0.03048,0,-0.859375,-3.525,0.725
2023-01-21,0.0254,0,-2.05520833333333,-5.1,1.025
2023-01-22,0.0254,0,-2.41979166666667,-4.2,-0.6
2023-01-23,0.03556,0,-3.43125,-7.6,-1
2023-01-24,0.0381,0,-0.60625,-1.325,0.275
2023-01-25,0.03556,0.0051,-0.925,-2.8,0.775
2023-01-26,0.05588,0,2.51354166666667,-0.45,4.9
2023-01-27,0.04318,0.9048,0.935416666666667,-0.575,3.375
2023-01-28,0.0762,0.0017,-9.33333333333333,-17.025,-1.9
2023-01-29,0.02286,0,-17.528125,-22.525,-12.3
2023-01-30,0.02794,0,-13.2645833333333,-15.975,-10.425
2023-01-31,0.02032,0,-10.06875,-11.725,-7.9
2023-02-01,0.0127,0,-6.06666666666667,-7.875,-3.425
2023-02-02,0.0254,0,-6.828125,-10.075,-1.95
2023-02-03,0.03302,0,-5.171875,-10.7,3.1
2023-02-04,0.0635,0.2975,3.22291666666667,-2.425,5.275
2023-02-05,0.0254,0.0068,-1.07395833333333,-3.875,2.25
2023-02-06,0.07112,0,2.94479166666667,1.475,4.025
2023-02-07,0.0889,0.034,3.58854166666667,2.375,5.35
2023-02-08,0.07366,0.0221,1.54895833333333,0.1,3.475
2023-02-09,0.05334,0,-2.65520833333333,-7.425,1.725
2023-02-10,0.05334,0,-3.45,-8.125,3.275
2023-02-11,0.07112,0,-0.348958333333333,-4.2,5.025
2023-02-12,0.0635,0,-1.93229166666667,-6.925,3.3
2023-02-13,0.10922,0.0238,3.63020833333333,0.125,5.2
2023-02-14,0.06858,0.0833,-1.884375,-8.75,0.85
2023-02-15,0.06604,0.0017,-5.15729166666667,-11.7,0.775
2023-02-16,0.07366,0,-5.19479166666667,-12.125,2.15
2023-02-17,0.0889,0,1.271875,-0.3,3.2
2023-02-18,0.05842,0.0238,0.371875,-0.7,1.15
2023-02-19,0.04318,0.1938,0.602083333333333,-0.95,2.075
2023-02-20,0.08382,0.323,2.76979166666667,0.975,5.525
2023-02-21,0.10668,0.085,-4.33541666666667,-12,3.15
2023-02-22,0.06858,0,-14.809375,-18.1,-12.425
2023-02-23,0.04572,0,-17.7239583333333,-20.4,-15.1
2023-02-24,0.04064,0,-16.3520833333333,-20.875,-10.975
2023-02-25,0.06096,0,-8.98020833333333,-14.6,-1.275
2023-02-26,0.07874,0.0051,-3.78645833333333,-10.15,3.675
2023-02-27,0.10922,0,-1.9,-4.275,1.425
2023-02-28,0.0381,0.0357,-3.25104166666667,-8.95,0.5
2023-03-01,0.05334,0.0034,-4.75,-9.325,-1.35
2023-03-02,0.08636,0.0034,-1.18645833333333,-3.175,1.225
2023-03-03,0.09652,0.0119,-2.29895833333333,-5.8,0.375
2023-03-04,0.127,0.0153,-1.27083333333333,-4.075,2.5
2023-03-05,0.11176,0,-2.98541666666667,-7.625,0.35
2023-03-06,0.0762,0,-6.471875,-10.625,-1.425
2023-03-07,0.0889,0,-4.08854166666667,-7.925,1.475
2023-03-08,0.09906,0.0017,-5.32708333333333,-12.1,2.375
2023-03-09,0.09398,0,-6.68854166666667,-11.325,-0.725
2023-03-10,0.0508,0,-5.3,-9.075,-1.8
2023-03-11,0.06604,0.0034,-4.77604166666667,-7.7,-1.525
2023-03-12,0.09652,0.1598,-2.7554347826087,-8.1,2.975
2023-03-13,0.11684,0.0102,NA,NA,NA
2023-03-14,0.17526,0.1072,2.696875,0.025,6.975
2023-03-15,0.10922,0,0.628125,-1.525,3.2
2023-03-16,0.11938,0.0051,-2.03541666666667,-8,4.125
2023-03-17,0.14478,0,-2.06354166666667,-8.925,5.875
2023-03-18,0.14224,0,-1.45104166666667,-8.225,6.025
2023-03-19,0.1651,0,0.321875,-6.825,8.65
2023-03-20,0.17018,0,1.70833333333333,-3.65,9.125
2023-03-21,0.1905,0,0.328125,-6.35,8.9
2023-03-22,0.18796,0,-0.483333333333333,-7.875,8.95
2023-03-23,0.18034,0,0.4875,-7.1,8.525
2023-03-24,0.11684,0.0884,1.58229166666667,-0.05,3.725
