Date,Precip,ET_cm,MinTemp,MaxTemp,AvgTemp
4/4/2025,0,0.154587038,-15.67,5.65,-3.9821875
4/5/2025,0,0.243091744,-9.16,12.37,0.572708333
4/6/2025,0,0.295975057,-7.02,17.23,4.512083333
4/7/2025,0,0.188071135,-3.47,18.08,5.364166667
4/8/2025,0,0.251824128,0.73,11.08,5.525520833
4/9/2025,0.1016,0.228632383,-2.51,11.1,4.688854167
4/10/2025,0,0.32722266,-6.23,20.9,6.826041667
4/11/2025,0,0.234190965,-3.45,15.93,7.8090625
4/12/2025,0.3302,0.1596355,-0.44,7.64,4.578020833
4/13/2025,0,0.257532556,-5.61,8.7,2.596145833
4/14/2025,0,0.302817327,-8.88,15.64,2.996145833
4/15/2025,0,0.319548003,-7.06,20,6.257916667
4/16/2025,0,0.201365325,-4.29,15.4,3.994479167
4/17/2025,0,0.196652113,-3.23,5.96,1.438020833
4/18/2025,0,0.276843346,-10.36,10.5,0.242083333
4/19/2025,0,0.235170879,-7.79,13.91,4.166979167
4/20/2025,0,0.240053742,-0.91,12.08,5.583645833
4/21/2025,0.0254,0.212588861,-4.65,9.07,3.807083333
4/22/2025,0,0.255030771,-6.06,9.29,2.6921875
4/23/2025,0,0.308627587,-9.9,14.29,2.663020833
4/24/2025,0,0.316713497,-7.75,15.51,5.8228125
4/25/2025,0,0.403106716,-3.48,17.55,8.986145833
4/26/2025,0.0254,0.289754716,-2.83,17.41,7.8334375
4/27/2025,0,0.263855878,-2.81,17.34,8.002291667
4/28/2025,0,0.389893783,3.75,16.99,9.611979167
4/29/2025,0,0.218913404,-0.27,13.21,8.209166667
4/30/2025,0,0.304197447,-2.36,13.7,7.6025
5/1/2025,0,0.388618256,-5.58,18.93,6.770833333
5/2/2025,0,0.413979598,-5.39,23.7,9.509166667
5/3/2025,0,0.469683965,-3.35,26.47,13.02354167
5/4/2025,0.6096,0.175842617,3.81,12.97,7.728333333
5/5/2025,0.6604,0.151362053,-3.08,8.62,4.48125
5/6/2025,0,0.281635301,-5.46,12.97,5.5034375
5/7/2025,0,0.435903259,-3.43,22.77,9.6925
5/8/2025,0,0.420471858,-0.81,20.93,10.35395833
5/9/2025,0,0.465734052,-1.49,25.61,12.238125
5/10/2025,0,0.365902185,1.21,28.68,13.75302083
5/11/2025,0.0254,0.313207386,2.21,23.55,12.69322917
5/12/2025,0.7112,0.23424007,5.18,15.5,10.29114583
5/13/2025,0.3302,0.140246267,4.09,9.31,6.37
5/14/2025,0.127,0.222502705,5.49,11.86,7.908229167
5/15/2025,0.3048,0.30328038,1.83,13.08,8.074270833
5/16/2025,0,0.281466238,1.7,13.06,7.905208333
5/17/2025,0.7874,0.317798349,-0.73,16.97,9.023125
5/18/2025,0.7366,0.247563717,2.98,10.64,7.577083333
5/19/2025,0,0.343652121,-3.1,13.2,5.88
5/20/2025,0,0.289328118,-1.47,13.01,7.322916667
5/21/2025,0,0.326051821,-4.26,14.04,5.541666667
5/22/2025,0.8636,0.139505443,-1.83,10.72,5.324166667
5/23/2025,0,0.327242962,0.24,16.13,8.121875
5/24/2025,0,0.440749439,-2.24,20.7,9.7015625
5/25/2025,0,0.486033633,-0.33,25.93,13.89708333
5/26/2025,0.8128,0.521229749,3.09,27.13,16.71635417
5/27/2025,0,0.447268102,5.79,22.92,14.8784375
5/28/2025,0,0.53635322,2.83,25.59,15.8590625
5/29/2025,0,0.564298681,4.54,29.7,18.52677083
5/30/2025,0,0.56135598,5.61,25.67,15.97739583
5/31/2025,0,0.595047017,1.96,31.57,17.499375
6/1/2025,0,0.470948546,5.57,21.84,15.8215625
6/2/2025,0,0.493284808,2.96,17.71,11.81041667
6/3/2025,0,0.335047715,-2.13,16.63,8.421041667
6/4/2025,0,0.376914818,-2.13,19.05,9.2696875
6/5/2025,0,0.450457191,-1.56,22.02,10.6428125
6/6/2025,0,0.391139251,-0.73,22.53,12.44177083
6/7/2025,0,0.46648887,3.88,25.47,16.42333333
6/8/2025,0,0.625732786,7.31,27.62,17.47083333
6/9/2025,0,0.612712531,3.8,30.58,18.12854167
6/10/2025,0,0.634153739,5.27,31.49,19.64645833
6/11/2025,0,0.308985112,6.08,24.81,15.64697917
6/12/2025,0.0508,0.363409941,6.32,24.97,14.3690625
6/13/2025,0.0762,0.351024757,3.95,22.42,13.61958333
6/14/2025,0,0.48680227,5,26.63,15.96947917
6/15/2025,0,0.487136385,2.84,26.82,15.7425
6/16/2025,0.1016,0.231767569,6.25,21.52,12.75614583
6/17/2025,0,0.503614087,3.06,25.77,14.04641304
6/18/2025,0,0.556839648,3.02,27.72,16.18760417
6/19/2025,0.0762,0.590879222,3.54,29.49,17.8815625
6/20/2025,1.3716,0.244679759,7.41,19.84,12.35770833
6/21/2025,0.1016,0.301356659,2.21,14.01,8.519375
6/22/2025,0.2032,0.153096602,1.49,9.19,5.7315625
6/23/2025,0,0.331015608,-0.44,18.36,8.858020833
6/24/2025,0,0.464004476,0.3,24.56,12.6515625
6/25/2025,0,0.420175274,3.54,26.01,14.27697917
6/26/2025,0.127,0.331148674,7.56,24.75,14.90458333
6/27/2025,0,0.423716523,7.67,24.29,16.083125
6/28/2025,0,0.451783487,5.85,23.42,15.59364583
6/29/2025,0,0.530929517,1.64,25.71,14.61583333
6/30/2025,0,0.586657262,2.03,31.97,18.28166667
7/1/2025,0,0.617618643,6.38,33.22,20.24458333
7/2/2025,0.0254,0.368256898,6.74,32.72,17.91166667
7/3/2025,0,0.582277743,8.56,29.98,19.66083333
7/4/2025,0.2286,0.284457692,4.63,21.46,13.01822917
7/5/2025,0,0.36550614,3.58,20.71,12.655
7/6/2025,0,0.521106172,2.54,26.19,15.0659375
7/7/2025,0,0.576171351,4.31,29.83,17.94125
7/8/2025,0,0.595187246,5.6,33.09,20.42114583
7/9/2025,0,0.601312182,7.76,32.53,21.39895833
7/10/2025,0,0.561792526,6.26,25.48,18.24229167
7/11/2025,0,0.596969837,4.76,27.01,16.7203125
7/12/2025,0,0.550081732,3.54,30,17.69802083
7/13/2025,0,0.632479003,6.14,32.29,20.24583333
7/14/2025,0,0.593034686,7.33,32.53,21.64125
7/15/2025,0,0.21365368,11.59,16.53,13.84166667
7/16/2025,0,0.521434041,8.41,26.15,16.5990625
7/17/2025,0,0.548555058,4.18,28.94,18.15791667
7/18/2025,0,0.61502015,4.45,30.84,18.796875
7/19/2025,0,0.468635658,7.33,26.95,18.2753125
7/20/2025,0,0.473819086,5.85,26.91,17.39354167
7/21/2025,0.0762,0.344283405,11.99,25.3,17.11568182
7/22/2025,0,0.454225928,7.1,24.57,16.0628125
7/23/2025,0,0.509562872,3.53,25.36,14.95802083
7/24/2025,0,0.554598221,1.96,29.03,16.64625
7/25/2025,0,0.553093414,3.79,31.14,19.04239583
7/26/2025,0.0254,0.502654221,5.42,31.09,18.05989583
7/27/2025,0.3556,0.407382004,8.15,29.07,17.21708333
7/28/2025,0.3556,0.450563915,7.22,29.92,18.1759375
7/29/2025,0,0.561344848,6.37,31.91,20.84928571
7/30/2025,0.2794,0.592578831,6.36,30.27,20.4996875
7/31/2025,0,0.488127575,7.45,31.23,18.605625
8/1/2025,0,0.465316653,8.26,28.35,17.57927083
8/2/2025,0,0.424560844,7.81,25.45,16.4190625
8/3/2025,0,0.504226213,4.9,28.47,17.19583333
8/4/2025,0.381,0.332659041,6.56,27.61,15.61864583
8/5/2025,0,0.452522411,6.48,25.5,16.09833333
8/6/2025,0,0.398447234,5.11,28.07,17.58989583
8/7/2025,0.4064,0.154506669,3.17,15.36,10.65229167
8/8/2025,0,0.212148356,4.1,18.02,11.209375
8/9/2025,0,0.409016094,3.87,23.91,13.92083333
8/10/2025,0,0.450323785,5.62,26.84,16.74104167
8/11/2025,0,0.392331928,7.58,28.6,18.37322917
8/12/2025,0,0.49694057,7.33,31.63,19.173125
8/13/2025,0,0.539975865,6.28,31.32,19.45802083
8/14/2025,0,0.52891572,4.83,29.31,17.93354167
8/15/2025,0,0.482922037,4.68,30.08,17.05145833
8/16/2025,0.381,0.401392851,5.23,29.74,16.6246875
8/17/2025,0.5842,0.292369646,7.16,22.92,15.16302083
8/18/2025,0.127,0.355011746,5.84,29.97,16.63364583
8/19/2025,0,0.484892518,6.71,34.61,20.70645833
8/20/2025,0,0.472655807,8.47,31.38,19.5553125
8/21/2025,0,0.453072556,5.1,28.5,16.34729167
8/22/2025,0,0.417073663,4.26,26.17,15.95271739
8/23/2025,0,0.512315069,3.05,31.42,16.615625
8/24/2025,0,0.445173777,4.81,31.52,17.91666667
8/25/2025,0,0.43170679,5.74,31.99,18.7446875
8/26/2025,0,0.340389377,6.1,29.85,18.37083333
8/27/2025,0.0508,0.192989552,13.64,22.06,17.94385417
8/28/2025,0.635,0.124771129,9.67,17.17,14.92947917
8/29/2025,0.0508,0.345920753,8.72,25.76,16.4496875
8/30/2025,0,0.391975606,5.65,27.7,15.42239583
8/31/2025,0,0.427160033,3.43,31.3,15.9
9/1/2025,0,0.389327517,4.28,32.68,18.46583333
9/2/2025,0,0.43127251,4.61,33.17,18.12864583
9/3/2025,0,0.390583326,4.93,32.36,17.71239583
9/4/2025,0,0.312926178,4.52,22.69,13.65141304
9/5/2025,0,0.380350366,1.23,25.61,13.00083333
9/6/2025,0,0.331809677,2.31,29.44,14.19697917
9/7/2025,0,0.31332521,7.01,28.73,17.360625
9/8/2025,0,0.339622679,4.21,26.24,14.95125
9/9/2025,0,0.228599844,2.27,24.69,13.10177083
9/10/2025,0.0254,0.263383355,4.12,24.72,14.33
9/11/2025,0.0508,0.178303793,2.87,21.81,11.78416667
9/12/2025,0,0.272682105,1.25,23.46,11.710625
9/13/2025,0,0.272224265,1.12,24.48,12.51104167
9/14/2025,0.127,0.257450401,2.33,25.18,12.599375
9/15/2025,0,0.216213503,4.96,17.67,11.74
9/16/2025,0,0.193356156,6.94,20.43,13.11947917
9/17/2025,0,0.276030538,1.6,25.41,12.20052083
9/18/2025,0,0.286949852,0.25,26.32,11.6528125
9/19/2025,0,0.276445522,0.74,27.34,11.82260417
9/20/2025,0,0.290572361,0.39,28.29,12.17354167
9/21/2025,0.3556,0.204082793,1.34,23.81,10.76479167
9/22/2025,0,0.220057203,0.2,18.89,9.839791667
9/23/2025,0,0.26304531,-3.87,24.08,8.406145833
9/24/2025,0,0.279359335,-1.14,28.37,11.3240625
9/25/2025,0,0.280724863,-1.24,28.75,12.32416667
9/26/2025,0,0.223610689,0,19.8,10.85697917
9/27/2025,0,0.311842738,-2.81,25.08,8.727395833
9/28/2025,0,0.273911506,-1.31,29.69,12.13541667
9/29/2025,0,0.222831971,1.69,27.67,13.78541667
9/30/2025,0.0762,0.17487703,7.04,20.51,13.1103125
10/1/2025,0.0254,0.200191962,2.78,19.62,11.974375
10/2/2025,0,0.184313803,2.12,20.72,10.50552083
10/3/2025,0.4572,0.093614436,8.05,12.31,10.1646875
10/4/2025,0.0254,0.131205623,2.94,12.74,7.900104167
10/5/2025,0.0254,0.087028132,-3.78,8.56,3.3265625
10/6/2025,0,0.1460319,-7.16,13.35,1.789166667
10/7/2025,0,0.166954446,-4.53,19.57,5.020625
10/8/2025,0,0.172491673,-3.88,22.3,7.1125
10/9/2025,0,0.187579056,-3.31,24.6,9.154895833
10/10/2025,0,0.211295431,-1.41,24.33,11.66791667
10/11/2025,0,0.154665142,4.28,15.84,9.10875
10/12/2025,0.2032,0.075856373,-0.84,5.38,2.679166667
10/13/2025,0.0508,0.079126271,-2.49,1.21,-0.380104167
10/14/2025,0.2794,0.071982201,-0.17,2.95,1.071770833
10/15/2025,0.0254,0.059905299,1.09,3.89,2.4090625
10/16/2025,0,0.081216557,-2.89,8.52,2.942916667
10/17/2025,0.3556,0.097357719,-2.35,12.47,4.483958333
10/18/2025,0,0.10593822,-5.43,10.55,1.604791667
10/19/2025,0.0762,0.069079608,-2.2,11.29,3.038020833
10/20/2025,0,0.104545866,-2.54,8.87,3.966145833
10/21/2025,0,0.152738788,-3.63,14.78,3.868854167
10/22/2025,0,0.107432171,-7.36,16.31,1.911666667
10/23/2025,0,0.097112916,-6.15,15.66,2.738125
10/24/2025,0,0.095807065,-5.31,15.28,3.548333333
10/25/2025,0.0508,0.085681464,1.79,11.04,7.179479167
10/26/2025,0,0.084680385,-3.78,7.32,1.800625
10/27/2025,0,0.088078927,-4.66,4.57,1.18125
10/28/2025,0,0.108716061,-5.09,7.81,1.523958333
10/29/2025,0,0.066574863,-5.7,9.53,2.600729167
10/30/2025,0,0.094824215,-7.52,9.24,-0.0190625
10/31/2025,0,0.060864015,-9.38,7.98,-0.981979167
11/1/2025,0,0.105999328,-5.17,22.19,7.9746875
11/2/2025,0,0.102490802,-7.45,12.36,4.2709375
11/3/2025,0,0.072340317,-7.23,3.25,-1.6403125
11/4/2025,0,0.049827656,-1.65,8.24,2.665208333
11/5/2025,0,0.047365896,-0.43,7.3,2.853958333
11/6/2025,0,0.062546622,-2.05,9.38,3.349880952
11/7/2025,0.0508,0.080944819,-2.44,7.83,3.386875
11/8/2025,0,0.104811515,-6.7,7.68,0.338125
11/9/2025,0,0.056867483,-7.95,6.81,-2.379157895
11/10/2025,0,0.055107972,-8.2,12.36,2.3846875
11/11/2025,0,0.070439032,-3.74,13.96,7.052916667
11/12/2025,0,0.081517863,-2.22,15.14,3.5740625
11/13/2025,0,0.071007232,-4.63,20.45,6.989270833
11/14/2025,0.381,0.078600462,5.25,12.51,7.922916667
11/15/2025,0,0.086453006,-1.12,12.28,7.5865625
11/16/2025,0,0.035837517,-3.08,5.78,1.6703125
11/17/2025,0,0.034779514,-0.48,8.55,3.293854167
11/18/2025,0,0.035243564,-1.47,6.51,3.220833333
11/19/2025,0.0762,0.034397266,-1.59,4.53,2.191770833
11/20/2025,0,0.03434912,0.54,4.43,2.390208333
11/21/2025,0,0.039649011,-4.45,6.87,1.7803125
11/22/2025,0,0.035360978,-6.54,8.23,-1.337291667
11/23/2025,0,0.024810663,-8.2,6.1,-0.769270833
11/24/2025,0.0508,0.031142261,-0.33,4.79,1.4325
11/25/2025,0,0.057212271,-9.22,1.36,-2.632604167
11/26/2025,0.0508,0.029977311,-3.48,1.31,-1.601770833
11/27/2025,0,0.024458244,-4.39,4.32,-0.496145833
11/28/2025,0.1524,0.026337413,-10.12,0.56,-4.595104167
11/29/2025,0,0.020432977,-20.11,-7.79,-12.6853125
11/30/2025,0,0.007549029,-18.86,-7.63,-13.600625
12/1/2025,0,0.016574527,-12.52,-3.87,-8.161666667
12/2/2025,0.0762,0.021979947,-7.06,0.63,-1.515729167
12/3/2025,0,0.028976617,-7.57,0.29,-3.171458333
12/4/2025,0.0508,0.04096832,-1.31,1.05,-0.0509375
12/5/2025,0.0762,0.024416754,-3.78,3.56,-0.182083333
12/6/2025,0.0508,0.027269011,-0.08,3.32,1.4884375
12/7/2025,0,0.037682403,-0.64,3.06,1.382395833
12/8/2025,0,0.059149376,1.05,8.87,4.439375
12/9/2025,0.1778,0.089270627,-1.44,8.98,4.285104167
12/10/2025,0.0508,0.089600003,-0.57,12.1,5.619895833
12/11/2025,0.0508,0.107436836,5.15,12.27,8.2871875
12/12/2025,0.0508,0.069285364,4.67,11.87,7.3625
12/13/2025,0,0.101142911,-3.65,12.27,4.824479167
12/14/2025,0,0.030679716,-8.03,7.23,-1.943645833
12/15/2025,0,0.049556125,-2.79,11.83,4.592916667
12/16/2025,0,0.077292947,2.17,12.72,5.2825
12/17/2025,0.4826,0.07640446,-1.72,10.21,3.151979167
12/18/2025,0,0.113190305,-3.48,5.2,-0.053125
12/19/2025,0,0.061336003,-7.93,8.65,1.067604167
12/20/2025,0,0.060166605,-8.42,2.06,-3.187395833
12/21/2025,0,0.034682412,-9.24,-1.83,-4.358958333
12/22/2025,0,0.011196732,-5.39,5.17,-0.521770833
12/23/2025,0.0254,0.021080001,-7.46,0.75,-2.65125
12/24/2025,0.0254,0.016140542,-3.3,10.14,0.081354167
12/25/2025,0,0.023184178,0.19,8.24,2.559791667
12/26/2025,0,0.025751504,-2.41,6.99,1.595520833
12/27/2025,0.0254,0.044139855,-14.67,0.91,-5.181666667
12/28/2025,0,0.036142654,-18.12,-4.59,-10.073125
12/29/2025,0,0.02134007,-9.51,-0.15,-5.042708333
12/30/2025,0,0.00640515,-10.3,1.28,-5.575208333
12/31/2025,0,0.004580717,-11.58,0.28,-7.343541667
