Date,ET_cm,Precip_cm,AvgTemp,MinTemp,MaxTemp
2/28/2022,0.03048,1.6036,3.552083333,0.15,5.175
3/1/2022,0.08636,0.0663,7.15625,4.25,9.7
3/2/2022,0.05334,1.0952,4.421875,2.55,7.15
3/3/2022,0.03048,1.0016,3.464583333,1.975,4.975
3/4/2022,0.1016,0.0136,2.983333333,0.25,6.15
3/5/2022,0.11684,0,0.386458333,-3.8,4.625
3/6/2022,0.127,0,-0.116666667,-3.2,3.5
3/7/2022,0.13716,0,0.773958333,-2.475,5
3/8/2022,0.10414,0,-4.451041667,-9.825,-1.775
3/9/2022,0.09398,0,-9.310416667,-14.475,-4.65
3/10/2022,0.10922,0,-6.133333333,-12.725,-0.25
3/11/2022,0.13208,0,-0.311458333,-3.75,3.15
3/12/2022,0.17526,0.068,4.36875,0.15,10.075
3/13/2022,0.07874,0.1224,2.982608696,0.65,5.375
3/14/2022,0.127,0.0527,5.532291667,3.425,8.275
3/15/2022,0.14986,0.2959,5.902083333,3.5,10.175
3/16/2022,0.11938,0.3301,3.027083333,0.675,6.95
3/17/2022,0.21082,0,5.385416667,1.675,9.75
3/18/2022,0.1397,0.0408,5.388541667,3.475,8.525
3/19/2022,0.10668,0.1548,3.2875,-1.575,8.2
3/20/2022,0.1905,0.0051,3.11875,0.575,6
3/21/2022,0.11938,0,3.245833333,0.425,6.125
3/22/2022,0.17272,0,5.883333333,0.575,10.625
3/23/2022,0.23622,0.0816,9.285416667,2.8,16.575
3/24/2022,0.21844,0.0221,8.2,2.475,11.925
3/25/2022,0.20066,0,4.85625,-1.575,14.25
3/26/2022,0.21336,0,6.341666667,-0.9,13.275
3/27/2022,0.25146,0,8.29375,-0.6,18.7
3/28/2022,0.24892,0,9.819791667,2.525,16.975
3/29/2022,0.254,0,8.172916667,3.675,13.55
3/30/2022,0.21082,0,4.963541667,-2.475,11.45
3/31/2022,0.19304,0,3.973958333,0.875,7.925
4/1/2022,0.17272,0,4.139583333,0.275,8.625
4/2/2022,0.10668,0.2623,1.925,-1.475,7.025
4/3/2022,0.22352,0.0034,4.190625,-3.35,10.775
4/4/2022,0.20066,0.0833,4.097916667,0.625,7.525
4/5/2022,0.22352,0,3.40625,0.5,6.55
4/6/2022,0.27178,0,4.948958333,1.525,10.25
4/7/2022,0.28448,0,4.96875,-3.75,13.575
4/8/2022,0.27432,0,6.671875,-1.875,14.65
4/9/2022,0.17272,0.2314,2.84375,0.1,5.7
4/10/2022,0.16256,0.0289,0.542708333,-1.25,3.675
4/11/2022,0.18288,0.0952,-0.740625,-3.475,1.625
4/12/2022,0.18034,0,-2.627083333,-4.6,-0.35
4/13/2022,0.21336,0,-3.277083333,-6.5,0.95
4/14/2022,0.19558,0,-3.225,-9.175,2.4
4/15/2022,0.18796,0,-2.020833333,-5.8,2.925
4/16/2022,0.14986,0,-1.678125,-8.3,3.7
4/17/2022,0.12954,0.2619,0.505208333,-2.15,4.525
4/18/2022,0.17526,0.0068,1.958333333,-4.9,8.275
4/19/2022,0.30226,0.1106,4.679166667,0.35,9.1
4/20/2022,0.23622,0.0034,3.655208333,-3.125,9.425
4/21/2022,0.20574,0.3113,6.584375,4.075,12.175
4/22/2022,0.20828,0.0051,4.647916667,0.025,11.275
4/23/2022,0.21844,0,5.988541667,1.65,10.85
4/24/2022,0.29972,0.0102,6.7125,-0.975,13.85
4/25/2022,0.33528,0,8.948958333,-0.975,17.525
4/26/2022,0.18796,0.1904,6.544791667,3.05,10.9
4/27/2022,0.254,0,6.16875,1.625,9.85
4/28/2022,0.25146,0,5.736458333,-0.8,10.95
4/29/2022,0.25908,0,5.852083333,-0.575,10.8
4/30/2022,0.24638,0.0068,5.779166667,-1.8,13.275
5/1/2022,0.31242,0.0034,10.31979167,4.825,16.2
5/2/2022,0.39624,0,12.70416667,5.525,19.175
5/3/2022,0.3429,0.0068,12.215625,6.15,17.3
5/4/2022,0.39116,0,12.871875,8.825,18.325
5/5/2022,0.26416,0.1258,12.39375,6.2,19.75
5/6/2022,0.23114,0.1582,9.894791667,7.95,12.2
5/7/2022,0.16256,0.2313,7.463541667,5.55,9.725
5/8/2022,0.24638,0.0714,5.492708333,3.025,9.35
5/9/2022,0.16002,0.2227,3.926041667,1.65,7.65
5/10/2022,0.30988,0,7.205208333,3.6,12.1
5/11/2022,0.35052,0,7.536458333,-2.125,14.875
5/12/2022,0.19304,0,5.4375,2.175,12
5/13/2022,0.33258128,0.2794,6.994444444,0.522,11.572
5/14/2022,0.18904993,0,5.283333333,-2.261,11.606
5/15/2022,0.307082191,0.0254,12.28333333,3.459,19.161
5/16/2022,0.342942204,0,14.23333333,7.65,20.583
5/17/2022,0.391407646,0,12.63888889,6.84,19.739
5/18/2022,0.18034,0.3148,9.380272727,6.725,11.925
5/19/2022,0.17272,0.8419,5.246875,2.5,8.3
5/20/2022,0.21082,0.1872,6.258333333,2.75,9.225
5/21/2022,0.27432,0,7.919791667,3.275,12.65
5/22/2022,0.34798,0,7.913541667,-2.05,15.075
5/23/2022,0.35306,0,10.62604167,2.825,15.8
5/24/2022,0.34544,0,11.13541667,5.95,15.5
5/25/2022,0.12954,0.4217,10.021875,8,11.05
5/26/2022,0.36576,0.0034,12.77083333,3.225,21.5
5/27/2022,0.24384,0.8833,13.259375,10.9,17.5
5/28/2022,0.26416,0.1445,10.85416667,8.175,13.3
5/29/2022,0.24892,0.2366,10.471875,4.775,15.6
5/30/2022,0.30734,0,12.81458333,8.125,17.375
5/31/2022,0.41148,0,12.99375,4.525,19.35
6/1/2022,0.47244,0,14.77604167,6.025,21.4
6/2/2022,0.39624,0,15.465625,8.725,22.5
6/3/2022,0.28956,0.2995,13.81770833,9.775,19.5
6/4/2022,0.1778,0.4268,13.69375,12.175,15.975
6/5/2022,0.19558,0.3757,12.38645833,8.125,15.175
6/6/2022,0.28448,1.2892,12.03645833,9.625,16.75
6/7/2022,0.28702,0,12.41041667,7.475,17.2
6/8/2022,0.22606,0,12.33958333,7.275,18.15
6/9/2022,0.36576,0,15.021875,6.75,20.925
6/10/2022,0.19558,0.1701,15.340625,13.275,16.925
6/11/2022,0.20066,0.7158,14.15416667,12.925,16.5
6/12/2022,0.28448,0.3331,13.86770833,10.275,17.025
6/13/2022,0.14732,1.7916,9.55,6.85,12.2
6/14/2022,0.04064,5.4899,5.490625,4.875,6.425
6/15/2022,0.21844,0.3114,10.38645833,5.7,17.175
6/16/2022,0.45212,0,15.22708333,5.675,25.775
6/17/2022,0.4953,0,19.77916667,14.45,27.625
6/18/2022,0.32258,0.1241,16.225,13.175,20.425
6/19/2022,0.2921,0.2688,14.00833333,11.75,16.325
6/20/2022,0.09906,3.727,10.7375,9.225,13.35
6/21/2022,0.33782,0.1531,14.58125,10.75,19.825
6/22/2022,0.41656,0.0034,17.20520833,9.75,24.575
6/23/2022,0.5588,0,17.36458333,11.825,21.925
6/24/2022,0.37338,0,12.29791667,5.875,18.35
6/25/2022,0.4572,0,13.6625,4.475,21.05
6/26/2022,0.4953,0,16.375,5.75,24.875
6/27/2022,0.508,0,18.87916667,8.375,28.1
6/28/2022,0.49276,0,20.13020833,11.475,28.55
6/29/2022,0.36068,0,16.26354167,11.5,19
6/30/2022,0.43688,0,16.09375,7.7,23.625
7/1/2022,0.5207,0,18.546875,8.25,27.825
7/2/2022,0.53848,0,19.884375,10.175,28.9
7/3/2022,0.32766,0.4527,17.98333333,13.225,22.7
7/4/2022,0.40386,0.068,15.82708333,11.1,22.325
7/5/2022,0.47752,0.0102,16.69479167,7.25,24.925
7/6/2022,0.40132,0,18.375,9.825,24.925
7/7/2022,0.52324,0.3926,20.16458333,13.575,27.6
7/8/2022,0.49022,0.0051,21.54479167,15.35,28.45
7/9/2022,0.48514,0,20.7625,12.8,27.725
7/10/2022,0.50038,0,19.70729167,15,24.45
7/11/2022,0.51816,0,19.56354167,10.875,26.4
7/12/2022,0.53086,0,20.84375,10.55,29.775
7/13/2022,0.28702,0.2804,20.62083333,15.9,25.175
7/14/2022,0.53848,0,21.271875,11.75,29.75
7/15/2022,0.381,0.0017,19.45416667,10.925,28.075
7/16/2022,0.54102,0,22.25416667,11.225,32.275
7/17/2022,0.54102,0,22.60416667,13.15,31.275
7/18/2022,0.38862,0.0987,17.85625,12.3,20.825
7/19/2022,0.50292,0,19.553125,11.475,25.85
7/20/2022,0.54864,0,20.89375,12.1,29
7/21/2022,0.53594,0,21.8125,12.375,30.875
7/22/2022,0.381,0,19.415625,12.275,27.375
7/23/2022,0.49276,0,19.82083333,9.65,29.475
7/24/2022,0.50546,0,20.01041667,10.925,27.85
7/25/2022,0.42926,0.0085,21.36145833,13.375,27.95
7/26/2022,0.49276,0,22.31458333,13.5,30.075
7/27/2022,0.50546,0,23.55833333,14.225,32.35
7/28/2022,0.51308,0,24.7625,15.925,32.4
7/29/2022,0.508,0,24.70729167,16.1,33.05
7/30/2022,0.50546,0,23.56875,12.825,33.85
7/31/2022,0.54864,0,23.54583333,13.7,33
8/1/2022,0.4826,0,22.95625,11.7,32.625
8/2/2022,0.57404,0,23.6375,18.3,27.65
8/3/2022,0.61468,0,22.72083333,15.525,29.35
8/4/2022,0.62738,0,22.93958333,16.225,28.175
8/5/2022,0.47752,0,18.53541667,8.5,26.275
8/6/2022,0.48006,0,19.896875,11.175,26.35
8/7/2022,0.52832,0,21.22708333,10.675,29.45
8/8/2022,0.53594,0,22.178125,10.625,31.95
8/9/2022,0.51816,0,22.85833333,11.475,34.2
8/10/2022,0.28956,0,23.4875,19.65,28.05
8/11/2022,0.47498,0.0545,22.95520833,14.325,31.725
8/12/2022,0.37592,0.0119,21.596875,14.1,28.725
8/13/2022,0.49022,0.1736,21.75520833,13.975,30.375
8/14/2022,0.4572,0,19.98541667,10.5,28.95
8/15/2022,0.44704,0,19.96875,9.2,29.3
8/16/2022,0.4572,0,21.04583333,11.05,30.175
8/17/2022,0.46482,0,22.425,11.35,32.75
8/18/2022,0.49022,0,24.40208333,14.3,33.425
8/19/2022,0.47752,0,24.03125,14.15,34.15
8/20/2022,0.42418,0.0221,23.54895833,15.65,31.525
8/21/2022,0.38608,0.0034,22.36354167,14.875,29.375
8/22/2022,0.37592,0.0034,22.02916667,14.15,29.5
8/23/2022,0.40132,0,21.10625,12.475,29.45
8/24/2022,0.21336,0.3029,18.22604167,14.05,23.425
8/25/2022,0.30988,0,19.71770833,13.65,25
8/26/2022,0.30226,0.0817,18.66041667,15.875,24
8/27/2022,0.28702,0.0289,16.60416667,12.975,21.125
8/28/2022,0.32512,0.0119,14.02083333,5.4,21.675
8/29/2022,0.35306,0,16.35208333,7.15,24.875
8/30/2022,0.37084,0,18.825,9.325,27.7
8/31/2022,0.38608,0,20.07916667,10.275,29.575
9/1/2022,0.42926,0.0017,23.040625,16.3,30.175
9/2/2022,0.39624,0,20.80520833,11.05,31.8
9/3/2022,0.30734,0.0034,18.84375,9.875,26.825
9/4/2022,0.41656,0,19.44270833,10,28.7
9/5/2022,0.43688,0,18.65104167,8.875,26.775
9/6/2022,0.3429,0,17.07395833,6.5,27.675
9/7/2022,0.38354,0,18.50729167,8.375,27.7
9/8/2022,0.32258,0,16.853125,10.425,22.425
9/9/2022,0.24892,0.0884,11.55,5.8,18.25
9/10/2022,0.3048,0,11.71354167,2.7,22.15
9/11/2022,0.2286,0,11.928125,2.825,20.15
9/12/2022,0.22606,0,14.38020833,6.35,23.875
9/13/2022,0.19558,0,15.88958333,11.725,20.375
9/14/2022,0.22352,0.0051,14.071875,7.9,21.45
9/15/2022,0.2286,0.0068,14.3375,7.175,21.775
9/16/2022,0.25908,0,15.31875,10.525,20.35
9/17/2022,0.25146,0,12.89375,5.5,20.2
9/18/2022,0.20828,0,11.578125,3.7,20.325
9/19/2022,0.27432,0,16.38229167,12.375,22.45
9/20/2022,0.24892,0,12.12083333,6.75,17.7
9/21/2022,0.24892,0,11.03333333,0.625,20.75
9/22/2022,0.06858,3.1555,10.39270833,9.375,13.625
9/23/2022,0.14986,0.0153,10.396875,4.1,16.425
9/24/2022,0.22352,0,13.478125,6.075,19.975
9/25/2022,0.20828,0.0085,12.403125,4.475,20.65
9/26/2022,0.23368,0.0102,13.49166667,6.1,24.15
9/27/2022,0.22098,0.0119,13.975,6.425,23.675
9/28/2022,0.2413,0,15.28645833,6.275,25.55
9/29/2022,0.19558,0.2008,14.915625,9.575,18.8
9/30/2022,0.15748,0.0051,11.23854167,6,17.175
10/1/2022,0.1905,0,14.503125,10.075,20.475
10/2/2022,0.14732,0,13.721875,9.975,17.075
10/3/2022,0.17526,0.0153,11.91979167,4.625,19.6
10/4/2022,0.18034,0.0153,12.45729167,5.15,20.6
10/5/2022,0.17272,0.0119,12.44583333,5.3,21.025
10/6/2022,0.18542,0.0119,13.13958333,6.5,22.55
10/7/2022,0.17272,0.0119,11.78020833,4.275,21.2
10/8/2022,0.14732,0.0068,10.025,3.675,17.95
10/9/2022,0.15494,0.0204,9.601041667,2.45,18.375
10/10/2022,0.25146,0.0102,11.94583333,2.5,20.8
10/11/2022,0.20574,0.2195,11.134375,3.525,19.325
10/12/2022,0.21336,0,13.178125,7.425,20.875
10/13/2022,0.1524,0.0034,9.334375,2.025,17.95
10/14/2022,0.14986,0.0068,8.615625,0.9,17.4
10/15/2022,0.1651,0.0017,10.18229167,2.675,19.75
10/16/2022,0.1524,0,8.082291667,0.925,18.525
10/17/2022,0.13462,0.0153,6.957291667,-0.525,17.025
10/18/2022,0.12954,0.0238,6.535416667,-0.925,16.6
10/19/2022,0.12192,0.0187,6.61875,-0.3,15.55
10/20/2022,0.1016,0.0187,6.4875,-0.85,14.55
10/21/2022,0.1016,1.2798,8.884375,4.25,14
10/22/2022,0.02286,0.862,3.752083333,2.775,4.7
10/23/2022,0.0889,0.0068,3.663541667,1.025,7.975
10/24/2022,0.0508,0.1513,3.216666667,1.975,5.5
10/25/2022,0.0762,0.0289,4.709375,3.5,6.625
10/26/2022,0.05334,0.0663,3.734375,2.275,5.7
10/27/2022,0.11176,0,5.4625,2.825,8.4
10/28/2022,0.16256,0,6.464583333,4.125,10.675
10/29/2022,0.14732,0,7.746875,4.425,12.75
10/30/2022,0.11684,0,9.125,6.125,11.575
10/31/2022,0.11938,0.2159,10.60104167,7,12.375
11/1/2022,0.04572,0.5833,6.288541667,4.65,8.025
11/2/2022,0.01778,0.393,0.688541667,-1.7,5.55
11/3/2022,0.03048,0.2329,-0.628125,-2.75,1.425
11/4/2022,0.02286,2.5122,0.897916667,-0.175,3.3
11/5/2022,0.1143,0.0902,2.99375,-1.025,7.225
11/6/2022,0.08382,0.0221,-0.993,-4.625,3.875
11/7/2022,0.07366,0,-6.497916667,-13.075,-2.3
11/8/2022,0.03048,0,-9.863541667,-14.125,-4.275
11/9/2022,0.02794,0,-8.957291667,-12.775,-5.6
11/10/2022,0.01016,0,-5.963541667,-7.5,-4.575
11/11/2022,0.02794,0,-6.182291667,-9.225,-1.625
11/12/2022,0.01778,0,-6.095833333,-11,-3.3
11/13/2022,0.03556,0,-3.863541667,-4.5,-3
11/14/2022,0.0381,0,-3.473958333,-4.525,-2.1
11/15/2022,0.03048,0,-2.954166667,-4.1,-1.625
11/16/2022,0.02286,0,-2.725,-4.725,-1.55
11/17/2022,0.03302,0,-7.996875,-13.1,-3.575
11/18/2022,0.02032,0,-11.909375,-15.875,-5.65
11/19/2022,0.02032,0,-11.40208333,-15.025,-6
11/20/2022,0.01778,0,-9.278125,-12.15,-6.55
11/21/2022,0.01778,0,-5.125,-7.25,-3.225
11/22/2022,0.0254,0.0085,-1.829166667,-3.575,0.1
11/23/2022,0.0254,0.3757,1.117708333,-0.55,2.4
11/24/2022,0.03048,0.1105,-1.615625,-5.55,3.575
11/25/2022,0.02032,0,-3.745833333,-7.6,0.9
11/26/2022,0.0381,0.6207,1.529166667,0.325,3.45
11/27/2022,0.08382,0.0102,0.4375,-3.275,2.725
11/28/2022,0.04064,0,-6.469791667,-10.125,-2.3
11/29/2022,0.02794,0,-10.58645833,-13.35,-8.725
11/30/2022,0.02286,0,-7.069791667,-11.95,-3
12/1/2022,0.01524,0.034,-2.752083333,-6.6,0.8
12/2/2022,0.01016,0,-8.972916667,-13.025,-6.7
12/3/2022,0.01524,0,-11.375,-15.325,-6.05
12/4/2022,0.00762,0,-11.9125,-16.8,-9.65
12/5/2022,0.01143,0,-8.322916667,-9.75,-6.925
12/6/2022,0.01524,0,-2.383333333,-7,0.625
12/7/2022,0.01524,0,-1.585416667,-4,0.65
12/8/2022,0.01524,0,-3.98125,-7.55,-0.275
12/9/2022,0.0635,0.0187,-0.358333333,-2.6,1.875
12/10/2022,0.04318,0,-1.79375,-3.075,-0.55
12/11/2022,0.02286,0.051,-0.930208333,-1.95,1.125
12/12/2022,0.01778,0.0884,-2.526041667,-7.575,1.85
12/13/2022,0.01778,0,-6.255208333,-10.55,-3.625
12/14/2022,0.00762,0,-4.636458333,-8.175,-2.475
12/15/2022,0.0127,0,-4.394791667,-6.1,-2.925
12/16/2022,0.01524,0,-4.744791667,-5.875,-3.8
12/17/2022,0.01778,0,-3.9625,-4.925,-2.85
12/18/2022,0.02032,0,-11.428125,-14.55,-5.1
12/19/2022,0.01524,0,-15.415625,-16.8,-14.4
12/20/2022,0.01524,0,-16.1875,-17.7,-14.975
12/21/2022,0.0127,0,-21.85520833,-28.1,-17.925
12/22/2022,0.00762,0,-29.07083333,-34.4,-22.925
12/23/2022,0.00762,0,-21.26145833,-27.375,-16.925
12/24/2022,0.00762,0,-12.434375,-16.7,-8.725
12/25/2022,0.0127,0,-3.405208333,-8.525,-0.15
12/26/2022,0.0127,0.556,-0.116666667,-1.525,3.075
12/27/2022,0.0254,1.2468,3.482291667,0.75,6.025
12/28/2022,0.02794,0.5814,1.376041667,0.475,3.475
12/29/2022,0.02794,0.0221,0.148958333,-2.45,1.875
12/30/2022,0.0254,0.1326,-0.303125,-2.45,2.35
12/31/2022,0.0254,0,0.651041667,-2.05,3.275
1/1/2023,0.02286,0,-0.341666667,-2.025,0.775
1/2/2023,0.00762,0,-3.617708333,-9.725,0.975
1/3/2023,0.0127,0,-7.767708333,-11.75,-5.125
1/4/2023,0.01778,0,-4.308333333,-7.825,-1.5
1/5/2023,0.02032,0,-5.963541667,-10.45,-2.575
1/6/2023,0.02032,0.017,-2.751041667,-4.575,-0.275
1/7/2023,0.0127,0,-5.173958333,-8.65,-2.475
1/8/2023,0.01778,0,-3.779166667,-6.35,-0.05
1/9/2023,0.0254,0.3451,0.813541667,-2.05,2.575
1/10/2023,0.01016,0.6256,0.027083333,-2.925,1.8
1/11/2023,0.01778,0,-3.01875,-5.175,-1.075
1/12/2023,0.01778,0.0153,-1.816666667,-4.6,-0.225
1/13/2023,0.02032,0.0119,-2.409375,-4.2,-0.4
1/14/2023,0.02032,0.1395,0.047916667,-2.575,2.4
1/15/2023,0.02032,0.3639,0.778125,-0.4,2.125
1/16/2023,0.02032,0.0068,0.454166667,0.1,1.225
1/17/2023,0.0254,0.2788,1.063541667,0.25,2.1
1/18/2023,0.04572,0,1.185416667,0.275,2.725
1/19/2023,0.03048,0.1683,0.58125,-0.05,1.275
1/20/2023,0.03048,0,-0.859375,-3.525,0.725
1/21/2023,0.0254,0,-2.055208333,-5.1,1.025
1/22/2023,0.0254,0,-2.419791667,-4.2,-0.6
1/23/2023,0.03556,0,-3.43125,-7.6,-1
1/24/2023,0.0381,0,-0.60625,-1.325,0.275
1/25/2023,0.03556,0.0051,-0.925,-2.8,0.775
1/26/2023,0.05588,0,2.513541667,-0.45,4.9
1/27/2023,0.04318,0.9048,0.935416667,-0.575,3.375
1/28/2023,0.0762,0.0017,-9.333333333,-17.025,-1.9
1/29/2023,0.02286,0,-17.528125,-22.525,-12.3
1/30/2023,0.02794,0,-13.26458333,-15.975,-10.425
1/31/2023,0.02032,0,-10.06875,-11.725,-7.9
2/1/2023,0.0127,0,-6.066666667,-7.875,-3.425
2/2/2023,0.0254,0,-6.828125,-10.075,-1.95
2/3/2023,0.03302,0,-5.171875,-10.7,3.1
2/4/2023,0.0635,0.2975,3.222916667,-2.425,5.275
2/5/2023,0.0254,0.0068,-1.073958333,-3.875,2.25
2/6/2023,0.07112,0,2.944791667,1.475,4.025
2/7/2023,0.0889,0.034,3.588541667,2.375,5.35
2/8/2023,0.07366,0.0221,1.548958333,0.1,3.475
2/9/2023,0.05334,0,-2.655208333,-7.425,1.725
2/10/2023,0.05334,0,-3.45,-8.125,3.275
2/11/2023,0.07112,0,-0.348958333,-4.2,5.025
2/12/2023,0.0635,0,-1.932291667,-6.925,3.3
2/13/2023,0.10922,0.0238,3.630208333,0.125,5.2
2/14/2023,0.06858,0.0833,-1.884375,-8.75,0.85
2/15/2023,0.06604,0.0017,-5.157291667,-11.7,0.775
2/16/2023,0.07366,0,-5.194791667,-12.125,2.15
2/17/2023,0.0889,0,1.271875,-0.3,3.2
2/18/2023,0.05842,0.0238,0.371875,-0.7,1.15
2/19/2023,0.04318,0.1938,0.602083333,-0.95,2.075
2/20/2023,0.08382,0.323,2.769791667,0.975,5.525
2/21/2023,0.10668,0.085,-4.335416667,-12,3.15
2/22/2023,0.06858,0,-14.809375,-18.1,-12.425
2/23/2023,0.04572,0,-17.72395833,-20.4,-15.1
2/24/2023,0.04064,0,-16.35208333,-20.875,-10.975
2/25/2023,0.06096,0,-8.980208333,-14.6,-1.275
2/26/2023,0.07874,0.0051,-3.786458333,-10.15,3.675
2/27/2023,0.10922,0,-1.9,-4.275,1.425
2/28/2023,0.0381,0.0357,-3.251041667,-8.95,0.5
3/1/2023,0.05334,0.0034,-4.75,-9.325,-1.35
3/2/2023,0.08636,0.0034,-1.186458333,-3.175,1.225
3/3/2023,0.09652,0.0119,-2.298958333,-5.8,0.375
3/4/2023,0.127,0.0153,-1.270833333,-4.075,2.5
3/5/2023,0.11176,0,-2.985416667,-7.625,0.35
3/6/2023,0.0762,0,-6.471875,-10.625,-1.425
3/7/2023,0.0889,0,-4.088541667,-7.925,1.475
3/8/2023,0.09906,0.0017,-5.327083333,-12.1,2.375
3/9/2023,0.09398,0,-6.688541667,-11.325,-0.725
3/10/2023,0.0508,0,-5.3,-9.075,-1.8
3/11/2023,0.06604,0.0034,-4.776041667,-7.7,-1.525
3/12/2023,0.09652,0.1598,-2.755434783,-8.1,2.975
3/13/2023,0.11684,0.0102,-0.029279891,-4.0375,4.975
3/14/2023,0.17526,0.1072,2.696875,0.025,6.975
3/15/2023,0.10922,0,0.628125,-1.525,3.2
3/16/2023,0.11938,0.0051,-2.035416667,-8,4.125
3/17/2023,0.14478,0,-2.063541667,-8.925,5.875
3/18/2023,0.14224,0,-1.451041667,-8.225,6.025
3/19/2023,0.1651,0,0.321875,-6.825,8.65
3/20/2023,0.17018,0,1.708333333,-3.65,9.125
3/21/2023,0.1905,0,0.328125,-6.35,8.9
3/22/2023,0.18796,0,-0.483333333,-7.875,8.95
3/23/2023,0.18034,0,0.4875,-7.1,8.525
3/24/2023,0.11684,0.0884,1.582291667,-0.05,3.725
3/25/2023,0.09398,0,0.554166667,-0.8,2.1
3/26/2023,0.13208,0,1.284375,-0.85,5.5
3/27/2023,0.14732,0,-0.336458333,-5.825,4.9
3/28/2023,0.19812,0,1.09375,-4.975,8.45
3/29/2023,0.19558,0,2.236458333,-3.625,9.25
3/30/2023,0.1651,0,3.91875,-0.425,8.25
3/31/2023,0.14478,0,3.176041667,-0.425,6.425
4/1/2023,0.14224,0.1345,2.66875,0.3,4.85
4/2/2023,0.16256,0,1.0125,-1.675,4.575
4/3/2023,0.15748,0,-0.3875,-6.475,5.625
4/4/2023,0.20066,0,0.646875,-5.65,6.75
4/5/2023,0.18542,0,1.314583333,-2.4,6.375
4/6/2023,0.2921,0,5.270833333,0.675,11.175
4/7/2023,0.22606,0.0051,6.485416667,-0.2,13.45
4/8/2023,0.27178,0.1055,8.127083333,5.55,11.925
4/9/2023,0.29972,0,10.01041667,3.1,16.425
4/10/2023,0.2921,0,14.03020833,9.4,21.075
4/11/2023,0.1524,0.1736,7.371875,2.975,11.425
4/12/2023,0.2286,0,3.295833333,-1.675,8.85
4/13/2023,0.20828,0.0051,2.698958333,-1.975,7.3
